#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-11-21 19:23:25.245
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: Custom1
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 5 V
#Offset: 0 V
#Phase: 0 °

Time (s)	Channel 1 (V)	Channel 2 (V)
-0.0512	-2.555845735907535	3.71225669193799
-0.0511875	-2.555845735907535	3.712256691937989
-0.051175	-2.555845735907535	3.708542915661945
-0.0511625	-2.555845735907535	3.71225669193799
-0.05115	-2.552144370247663	3.708542915661945
-0.0511375	-2.552144370247663	3.708542915661945
-0.051125	-2.552144370247665	3.80138732256308
-0.0511125	-2.555845735907535	3.831097532771426
-0.0511	-2.552144370247663	3.834811309047471
-0.0510875	-2.555845735907535	3.834811309047471
-0.051075	-2.555845735907535	3.834811309047471
-0.0510625	-2.555845735907535	3.831097532771426
-0.05105	-2.555845735907535	3.831097532771426
-0.0510375	-2.555845735907535	3.834811309047471
-0.051025	-2.555845735907535	3.834811309047471
-0.0510125	-2.555845735907535	3.834811309047471
-0.051	-2.559547101567405	3.831097532771428
-0.0509875	-2.555845735907535	3.834811309047471
-0.050975	-2.559547101567407	3.834811309047471
-0.0509625	-2.563248467227279	3.834811309047471
-0.05095	-2.559547101567407	3.834811309047471
-0.0509375	-2.559547101567407	3.834811309047471
-0.050925	-2.559547101567407	3.834811309047471
-0.0509125	-2.559547101567407	3.834811309047471
-0.0509	-2.559547101567407	3.834811309047471
-0.0508875	-2.563248467227279	3.85709396670374
-0.050875	-2.563248467227281	3.912800610844416
-0.0508625	-2.566949832887151	3.916514387120459
-0.05085	-2.566949832887151	3.912800610844414
-0.0508375	-2.566949832887151	3.916514387120459
-0.050825	-2.570651198547023	3.916514387120459
-0.0508125	-2.570651198547024	3.916514387120459
-0.0508	-2.574352564206895	3.916514387120459
-0.0507875	-2.574352564206895	3.916514387120459
-0.050775	-2.574352564206895	3.916514387120459
-0.0507625	-2.578053929866767	3.916514387120459
-0.05075	-2.578053929866767	3.920228163396501
-0.0507375	-2.581755295526639	3.923941939672548
-0.050725	-2.578053929866767	3.923941939672548
-0.0507125	-2.578053929866767	3.923941939672548
-0.0507	-2.581755295526639	3.923941939672548
-0.0506875	-2.585456661186509	3.923941939672548
-0.050675	-2.585456661186511	3.923941939672548
-0.0506625	-2.585456661186511	3.927655715948593
-0.05065	-2.589158026846382	3.927655715948593
-0.0506375	-2.592859392506254	3.968507254985087
-0.050625	-2.596560758166125	3.975934807537173
-0.0506125	-2.596560758166127	3.983362360089266
-0.0506	-2.600262123825998	3.979648583813222
-0.0505875	-2.600262123825998	3.983362360089266
-0.050575	-2.600262123825998	3.983362360089266
-0.0505625	-2.607664855145739	3.987076136365309
-0.05055	-2.607664855145742	3.987076136365311
-0.0505375	-2.615067586465486	3.990789912641356
-0.050525	-2.611366220805614	3.994503688917401
-0.0505125	-2.615067586465486	3.994503688917401
-0.0505	-2.615067586465486	3.994503688917401
-0.0504875	-2.62247031778523	3.998217465193446
-0.050475	-2.62247031778523	3.998217465193446
-0.0504625	-2.62247031778523	3.994503688917401
-0.05045	-2.626171683445102	3.998217465193446
-0.0504375	-2.629873049104972	4.001931241469489
-0.050425	-2.629873049104974	4.001931241469491
-0.0504125	-2.629873049104974	4.001931241469491
-0.0504	-2.629873049104974	4.020500122849715
-0.0503875	-2.637275780424718	4.046496556782029
-0.050375	-2.640977146084588	4.046496556782029
-0.0503625	-2.64097714608459	4.050210333058074
-0.05035	-2.644678511744462	4.050210333058074
-0.0503375	-2.648379877404334	4.050210333058074
-0.050325	-2.648379877404334	4.053924109334119
