V1	Ix(D1:+)
-2.190000000000000e+00	-1.337287e-08
-2.180000000000000e+00	-1.337192e-08
-2.170000000000000e+00	-1.337098e-08
-2.160000000000000e+00	-1.337004e-08
-2.150000000000000e+00	-1.336910e-08
-2.140000000000000e+00	-1.336816e-08
-2.130000000000000e+00	-1.336722e-08
-2.120000000000000e+00	-1.336627e-08
-2.110000000000000e+00	-1.336533e-08
-2.100000000000000e+00	-1.336438e-08
-2.090000000000000e+00	-1.336344e-08
-2.080000000000000e+00	-1.336249e-08
-2.070000000000000e+00	-1.336154e-08
-2.060000000000000e+00	-1.336060e-08
-2.050000000000000e+00	-1.335965e-08
-2.040000000000000e+00	-1.335870e-08
-2.030000000000000e+00	-1.335775e-08
-2.020000000000000e+00	-1.335680e-08
-2.010000000000000e+00	-1.335585e-08
-2.000000000000000e+00	-1.335490e-08
-1.990000000000000e+00	-1.335395e-08
-1.980000000000000e+00	-1.335300e-08
-1.970000000000000e+00	-1.335205e-08
-1.960000000000000e+00	-1.335110e-08
-1.950000000000000e+00	-1.335014e-08
-1.940000000000000e+00	-1.334919e-08
-1.930000000000000e+00	-1.334823e-08
-1.920000000000000e+00	-1.334728e-08
-1.910000000000000e+00	-1.334632e-08
-1.900000000000000e+00	-1.334537e-08
-1.890000000000000e+00	-1.334441e-08
-1.880000000000000e+00	-1.334345e-08
-1.870000000000000e+00	-1.334249e-08
-1.860000000000000e+00	-1.334153e-08
-1.850000000000000e+00	-1.334057e-08
-1.840000000000000e+00	-1.333961e-08
-1.830000000000000e+00	-1.333865e-08
-1.820000000000000e+00	-1.333769e-08
-1.810000000000000e+00	-1.333673e-08
-1.800000000000000e+00	-1.333576e-08
-1.790000000000000e+00	-1.333480e-08
-1.780000000000000e+00	-1.333384e-08
-1.770000000000000e+00	-1.333287e-08
-1.760000000000000e+00	-1.333190e-08
-1.750000000000000e+00	-1.333094e-08
-1.740000000000000e+00	-1.332997e-08
-1.730000000000000e+00	-1.332900e-08
-1.720000000000000e+00	-1.332803e-08
-1.710000000000000e+00	-1.332706e-08
-1.700000000000000e+00	-1.332609e-08
-1.690000000000000e+00	-1.332512e-08
-1.680000000000000e+00	-1.332415e-08
-1.670000000000000e+00	-1.332318e-08
-1.660000000000000e+00	-1.332220e-08
-1.650000000000000e+00	-1.332123e-08
-1.640000000000000e+00	-1.332025e-08
-1.630000000000000e+00	-1.331928e-08
-1.620000000000000e+00	-1.331830e-08
-1.610000000000000e+00	-1.331733e-08
-1.600000000000000e+00	-1.331635e-08
-1.590000000000000e+00	-1.331537e-08
-1.580000000000000e+00	-1.331439e-08
-1.570000000000000e+00	-1.331341e-08
-1.560000000000000e+00	-1.331243e-08
-1.550000000000000e+00	-1.331144e-08
-1.540000000000000e+00	-1.331046e-08
-1.530000000000000e+00	-1.330948e-08
-1.520000000000000e+00	-1.330849e-08
-1.510000000000000e+00	-1.330751e-08
-1.500000000000000e+00	-1.330652e-08
-1.490000000000000e+00	-1.330553e-08
-1.480000000000000e+00	-1.330455e-08
-1.470000000000000e+00	-1.330356e-08
-1.460000000000000e+00	-1.330257e-08
-1.450000000000000e+00	-1.330157e-08
-1.440000000000000e+00	-1.330058e-08
-1.430000000000000e+00	-1.329959e-08
-1.420000000000000e+00	-1.329860e-08
-1.410000000000000e+00	-1.329760e-08
-1.400000000000000e+00	-1.329661e-08
-1.390000000000000e+00	-1.329561e-08
-1.380000000000000e+00	-1.329461e-08
-1.370000000000000e+00	-1.329361e-08
-1.360000000000000e+00	-1.329261e-08
-1.350000000000000e+00	-1.329161e-08
-1.340000000000000e+00	-1.329061e-08
-1.330000000000000e+00	-1.328961e-08
-1.320000000000000e+00	-1.328860e-08
-1.310000000000000e+00	-1.328760e-08
-1.300000000000000e+00	-1.328659e-08
-1.290000000000000e+00	-1.328559e-08
-1.280000000000000e+00	-1.328458e-08
-1.270000000000000e+00	-1.328357e-08
-1.260000000000000e+00	-1.328256e-08
-1.250000000000000e+00	-1.328155e-08
-1.240000000000000e+00	-1.328054e-08
-1.230000000000000e+00	-1.327952e-08
-1.220000000000000e+00	-1.327851e-08
-1.210000000000000e+00	-1.327749e-08
-1.200000000000000e+00	-1.327648e-08
-1.190000000000000e+00	-1.327546e-08
-1.180000000000000e+00	-1.327444e-08
-1.170000000000000e+00	-1.327342e-08
-1.160000000000000e+00	-1.327240e-08
-1.150000000000000e+00	-1.327138e-08
-1.140000000000000e+00	-1.327035e-08
-1.130000000000000e+00	-1.326933e-08
-1.120000000000000e+00	-1.326830e-08
-1.110000000000000e+00	-1.326727e-08
-1.100000000000000e+00	-1.326624e-08
-1.090000000000000e+00	-1.326521e-08
-1.080000000000000e+00	-1.326418e-08
-1.070000000000000e+00	-1.326315e-08
-1.060000000000000e+00	-1.326211e-08
-1.050000000000000e+00	-1.326108e-08
-1.040000000000000e+00	-1.326004e-08
-1.030000000000000e+00	-1.325900e-08
-1.020000000000000e+00	-1.325796e-08
-1.010000000000000e+00	-1.325692e-08
-1.000000000000000e+00	-1.325588e-08
-9.900000000000002e-01	-1.325484e-08
-9.799999999999995e-01	-1.325379e-08
-9.699999999999998e-01	-1.325274e-08
-9.600000000000000e-01	-1.325170e-08
-9.500000000000002e-01	-1.325065e-08
-9.399999999999995e-01	-1.324960e-08
-9.299999999999997e-01	-1.324854e-08
-9.199999999999999e-01	-1.324749e-08
-9.100000000000001e-01	-1.324643e-08
-9.000000000000004e-01	-1.324537e-08
-8.899999999999997e-01	-1.324431e-08
-8.799999999999999e-01	-1.324325e-08
-8.700000000000001e-01	-1.324219e-08
-8.600000000000003e-01	-1.324113e-08
-8.499999999999996e-01	-1.324006e-08
-8.399999999999999e-01	-1.323899e-08
-8.300000000000001e-01	-1.323793e-08
-8.200000000000003e-01	-1.323686e-08
-8.099999999999996e-01	-1.323578e-08
-7.999999999999998e-01	-1.323471e-08
-7.900000000000000e-01	-1.323363e-08
-7.800000000000002e-01	-1.323255e-08
-7.699999999999996e-01	-1.323148e-08
-7.599999999999998e-01	-1.323039e-08
-7.500000000000000e-01	-1.322931e-08
-7.400000000000002e-01	-1.322822e-08
-7.299999999999995e-01	-1.322714e-08
-7.199999999999998e-01	-1.322605e-08
-7.100000000000000e-01	-1.322496e-08
-7.000000000000002e-01	-1.322386e-08
-6.899999999999995e-01	-1.322277e-08
-6.799999999999997e-01	-1.322167e-08
-6.699999999999999e-01	-1.322057e-08
-6.600000000000001e-01	-1.321947e-08
-6.499999999999995e-01	-1.321837e-08
-6.399999999999997e-01	-1.321726e-08
-6.299999999999999e-01	-1.321615e-08
-6.200000000000001e-01	-1.321504e-08
-6.100000000000003e-01	-1.321393e-08
-5.999999999999996e-01	-1.321281e-08
-5.899999999999999e-01	-1.321169e-08
-5.800000000000001e-01	-1.321057e-08
-5.700000000000003e-01	-1.320945e-08
-5.599999999999996e-01	-1.320832e-08
-5.499999999999998e-01	-1.320720e-08
-5.400000000000000e-01	-1.320606e-08
-5.300000000000002e-01	-1.320493e-08
-5.199999999999996e-01	-1.320379e-08
-5.099999999999998e-01	-1.320265e-08
-5.000000000000000e-01	-1.320150e-08
-4.900000000000002e-01	-1.320035e-08
-4.799999999999995e-01	-1.319919e-08
-4.699999999999998e-01	-1.319803e-08
-4.600000000000000e-01	-1.319686e-08
-4.500000000000002e-01	-1.319569e-08
-4.399999999999995e-01	-1.319450e-08
-4.299999999999997e-01	-1.319331e-08
-4.199999999999999e-01	-1.319210e-08
-4.100000000000001e-01	-1.319088e-08
-3.999999999999995e-01	-1.318965e-08
-3.899999999999997e-01	-1.318839e-08
-3.799999999999999e-01	-1.318711e-08
-3.700000000000001e-01	-1.318580e-08
-3.600000000000003e-01	-1.318446e-08
-3.499999999999996e-01	-1.318308e-08
-3.399999999999999e-01	-1.318164e-08
-3.300000000000001e-01	-1.318013e-08
-3.200000000000003e-01	-1.317854e-08
-3.099999999999996e-01	-1.317685e-08
-2.999999999999998e-01	-1.317504e-08
-2.900000000000000e-01	-1.317306e-08
-2.800000000000002e-01	-1.317089e-08
-2.699999999999996e-01	-1.316846e-08
-2.599999999999998e-01	-1.316571e-08
-2.500000000000000e-01	-1.316255e-08
-2.400000000000002e-01	-1.315886e-08
-2.299999999999995e-01	-1.315451e-08
-2.199999999999998e-01	-1.314928e-08
-2.100000000000000e-01	-1.314291e-08
-2.000000000000002e-01	-1.313506e-08
-1.899999999999995e-01	-1.312524e-08
-1.799999999999997e-01	-1.311281e-08
-1.699999999999999e-01	-1.309690e-08
-1.600000000000001e-01	-1.307628e-08
-1.499999999999995e-01	-1.304928e-08
-1.399999999999997e-01	-1.301355e-08
-1.299999999999999e-01	-1.296579e-08
-1.200000000000001e-01	-1.290136e-08
-1.100000000000003e-01	-1.281367e-08
-9.999999999999964e-02	-1.269333e-08
-8.999999999999986e-02	-1.252689e-08
-8.000000000000007e-02	-1.229506e-08
-7.000000000000028e-02	-1.197004e-08
-5.999999999999961e-02	-1.151163e-08
-4.999999999999982e-02	-1.086163e-08
-4.000000000000004e-02	-9.935521e-09
-3.000000000000025e-02	-8.610352e-09
-1.999999999999957e-02	-6.707005e-09
-9.999999999999787e-03	-3.964135e-09
0.000000000000000e+00	0.000000e+00
9.999999999999787e-03	5.743551e-09
2.000000000000046e-02	1.408322e-08
3.000000000000025e-02	2.621471e-08
4.000000000000004e-02	4.388927e-08
4.999999999999982e-02	6.967218e-08
6.000000000000050e-02	1.073206e-07
7.000000000000028e-02	1.623344e-07
8.000000000000007e-02	2.427573e-07
8.999999999999986e-02	3.603325e-07
1.000000000000005e-01	5.321613e-07
1.100000000000003e-01	7.830469e-07
1.200000000000001e-01	1.148752e-06
1.299999999999999e-01	1.680391e-06
1.399999999999997e-01	2.450100e-06
1.500000000000004e-01	3.557826e-06
1.600000000000001e-01	5.138490e-06
1.699999999999999e-01	7.367672e-06
1.799999999999997e-01	1.046261e-05
1.900000000000004e-01	1.467433e-05
2.000000000000002e-01	2.026769e-05
2.100000000000000e-01	2.749015e-05
2.199999999999998e-01	3.653676e-05
2.300000000000004e-01	4.752281e-05
2.400000000000002e-01	6.047373e-05
2.500000000000000e-01	7.533368e-05
2.599999999999998e-01	9.198677e-05
2.700000000000005e-01	1.102817e-04
2.800000000000002e-01	1.300532e-04
2.900000000000000e-01	1.511375e-04
2.999999999999998e-01	1.733807e-04
3.100000000000005e-01	1.966443e-04
3.200000000000003e-01	2.208055e-04
3.300000000000001e-01	2.457573e-04
3.399999999999999e-01	2.714073e-04
3.500000000000005e-01	2.976757e-04
3.600000000000003e-01	3.244938e-04
3.700000000000001e-01	3.518026e-04
3.799999999999999e-01	3.795511e-04
3.899999999999997e-01	4.076950e-04
4.000000000000004e-01	4.361963e-04
4.100000000000001e-01	4.650215e-04
4.199999999999999e-01	4.941415e-04
4.299999999999997e-01	5.235311e-04
4.400000000000004e-01	5.531675e-04
4.500000000000002e-01	5.830313e-04
4.600000000000000e-01	6.131049e-04
4.699999999999998e-01	6.433728e-04
4.800000000000004e-01	6.738213e-04
4.900000000000002e-01	7.044380e-04
5.000000000000000e-01	7.352120e-04
5.099999999999998e-01	7.661336e-04
5.200000000000005e-01	7.971940e-04
5.300000000000002e-01	8.283852e-04
5.400000000000000e-01	8.597003e-04
5.499999999999998e-01	8.911328e-04
5.600000000000005e-01	9.226772e-04
5.700000000000003e-01	9.543283e-04
5.800000000000001e-01	9.860817e-04
5.899999999999999e-01	1.017933e-03
6.000000000000005e-01	1.049879e-03
6.100000000000003e-01	1.081916e-03
6.200000000000001e-01	1.114042e-03
6.299999999999999e-01	1.146253e-03
6.399999999999997e-01	1.178549e-03
6.500000000000004e-01	1.210926e-03
6.600000000000001e-01	1.243384e-03
6.699999999999999e-01	1.275921e-03
6.799999999999997e-01	1.308537e-03
6.900000000000004e-01	1.341230e-03
7.000000000000002e-01	1.374000e-03
7.100000000000000e-01	1.406847e-03
7.199999999999998e-01	1.439771e-03
7.300000000000004e-01	1.472772e-03
7.400000000000002e-01	1.505850e-03
7.500000000000000e-01	1.539006e-03
7.599999999999998e-01	1.572242e-03
7.700000000000005e-01	1.605557e-03
7.800000000000002e-01	1.638954e-03
7.900000000000000e-01	1.672433e-03
7.999999999999998e-01	1.705997e-03
8.100000000000005e-01	1.739647e-03
8.200000000000003e-01	1.773386e-03
8.300000000000001e-01	1.807215e-03
8.399999999999999e-01	1.841137e-03
8.500000000000005e-01	1.875155e-03
8.600000000000003e-01	1.909270e-03
8.700000000000001e-01	1.943487e-03
8.799999999999999e-01	1.977807e-03
8.899999999999997e-01	2.012235e-03
9.000000000000004e-01	2.046773e-03
9.100000000000001e-01	2.081424e-03
9.199999999999999e-01	2.116193e-03
9.299999999999997e-01	2.151082e-03
9.400000000000004e-01	2.186096e-03
9.500000000000002e-01	2.221237e-03
9.600000000000000e-01	2.256509e-03
9.699999999999998e-01	2.291916e-03
9.800000000000004e-01	2.327462e-03
9.900000000000002e-01	2.363150e-03
1.000000000000000e+00	2.398983e-03
1.010000000000000e+00	2.434965e-03
1.020000000000000e+00	2.471100e-03
1.030000000000000e+00	2.507390e-03
1.040000000000000e+00	2.543838e-03
1.050000000000000e+00	2.580448e-03
1.060000000000000e+00	2.617222e-03
1.070000000000000e+00	2.654163e-03
1.080000000000000e+00	2.691272e-03
1.090000000000000e+00	2.728553e-03
1.100000000000001e+00	2.766006e-03
1.110000000000000e+00	2.803633e-03
1.120000000000000e+00	2.841437e-03
1.130000000000000e+00	2.879417e-03
1.140000000000001e+00	2.917574e-03
1.150000000000000e+00	2.955911e-03
1.160000000000000e+00	2.994425e-03
1.170000000000000e+00	3.033118e-03
1.180000000000000e+00	3.071990e-03
1.190000000000000e+00	3.111040e-03
1.200000000000000e+00	3.150266e-03
1.210000000000000e+00	3.189670e-03
1.220000000000000e+00	3.229249e-03
1.230000000000000e+00	3.269001e-03
1.240000000000000e+00	3.308927e-03
1.250000000000000e+00	3.349023e-03
1.260000000000000e+00	3.389288e-03
1.270000000000000e+00	3.429721e-03
1.280000000000000e+00	3.470318e-03
1.290000000000000e+00	3.511078e-03
1.300000000000000e+00	3.551999e-03
1.310000000000000e+00	3.593078e-03
1.320000000000000e+00	3.634312e-03
1.330000000000000e+00	3.675699e-03
1.340000000000000e+00	3.717237e-03
1.350000000000001e+00	3.758922e-03
1.360000000000000e+00	3.800752e-03
1.370000000000000e+00	3.842724e-03
1.380000000000000e+00	3.884835e-03
1.390000000000001e+00	3.927083e-03
1.400000000000000e+00	3.969465e-03
1.410000000000000e+00	4.011977e-03
1.420000000000000e+00	4.054619e-03
1.430000000000000e+00	4.097385e-03
1.440000000000000e+00	4.140274e-03
1.450000000000000e+00	4.183283e-03
1.460000000000000e+00	4.226410e-03
1.470000000000000e+00	4.269651e-03
1.480000000000000e+00	4.313005e-03
1.490000000000000e+00	4.356468e-03
1.500000000000000e+00	4.400038e-03
1.510000000000000e+00	4.443713e-03
1.520000000000000e+00	4.487489e-03
1.530000000000000e+00	4.531366e-03
1.540000000000000e+00	4.575340e-03
1.550000000000000e+00	4.619409e-03
1.560000000000000e+00	4.663571e-03
1.570000000000000e+00	4.707824e-03
1.580000000000000e+00	4.752166e-03
1.590000000000000e+00	4.796593e-03
1.600000000000001e+00	4.841106e-03
1.610000000000000e+00	4.885701e-03
1.620000000000000e+00	4.930377e-03
1.630000000000000e+00	4.975131e-03
1.640000000000001e+00	5.019962e-03
1.650000000000000e+00	5.064868e-03
1.660000000000000e+00	5.109848e-03
1.670000000000000e+00	5.154898e-03
1.680000000000000e+00	5.200020e-03
1.690000000000000e+00	5.245209e-03
1.700000000000000e+00	5.290465e-03
1.710000000000000e+00	5.335786e-03
1.720000000000000e+00	5.381172e-03
1.730000000000000e+00	5.426619e-03
1.740000000000000e+00	5.472127e-03
1.750000000000000e+00	5.517695e-03
1.760000000000000e+00	5.563322e-03
1.770000000000000e+00	5.609004e-03
1.780000000000000e+00	5.654743e-03
1.790000000000000e+00	5.700536e-03
1.800000000000000e+00	5.746383e-03
1.810000000000000e+00	5.792281e-03
