V1	I(D1)
1.820000000000000e+00	5.765813e-03
1.830000000000000e+00	5.813799e-03
1.840000000000000e+00	5.861800e-03
1.850000000000001e+00	5.909815e-03
1.860000000000000e+00	5.957845e-03
1.870000000000000e+00	6.005888e-03
1.880000000000000e+00	6.053946e-03
1.890000000000001e+00	6.102018e-03
1.900000000000000e+00	6.150103e-03
1.910000000000000e+00	6.198201e-03
1.920000000000000e+00	6.246313e-03
1.930000000000000e+00	6.294437e-03
1.940000000000000e+00	6.342574e-03
1.950000000000000e+00	6.390723e-03
1.960000000000000e+00	6.438886e-03
1.970000000000000e+00	6.487060e-03
1.980000000000000e+00	6.535246e-03
1.990000000000000e+00	6.583444e-03
2.000000000000000e+00	6.631654e-03
2.010000000000000e+00	6.679876e-03
2.020000000000000e+00	6.728109e-03
2.030000000000000e+00	6.776353e-03
2.040000000000000e+00	6.824608e-03
2.050000000000000e+00	6.872874e-03
2.060000000000000e+00	6.921151e-03
2.070000000000000e+00	6.969439e-03
2.080000000000000e+00	7.017737e-03
2.090000000000000e+00	7.066045e-03
2.100000000000001e+00	7.114364e-03
2.110000000000000e+00	7.162692e-03
2.120000000000000e+00	7.211031e-03
2.130000000000000e+00	7.259380e-03
2.140000000000001e+00	7.307739e-03
2.150000000000000e+00	7.356106e-03
2.160000000000000e+00	7.404484e-03
2.170000000000000e+00	7.452870e-03
2.180000000000000e+00	7.501266e-03
2.190000000000000e+00	7.549671e-03
2.200000000000000e+00	7.598086e-03
2.210000000000000e+00	7.646509e-03
2.220000000000000e+00	7.694941e-03
2.230000000000000e+00	7.743381e-03
2.240000000000000e+00	7.791830e-03
2.250000000000000e+00	7.840288e-03
2.260000000000000e+00	7.888754e-03
2.270000000000000e+00	7.937228e-03
2.280000000000000e+00	7.985711e-03
2.290000000000000e+00	8.034201e-03
2.300000000000000e+00	8.082700e-03
2.310000000000000e+00	8.131207e-03
2.320000000000000e+00	8.179721e-03
2.330000000000000e+00	8.228243e-03
2.340000000000000e+00	8.276773e-03
2.350000000000001e+00	8.325310e-03
2.360000000000000e+00	8.373856e-03
2.370000000000000e+00	8.422407e-03
2.380000000000000e+00	8.470966e-03
2.390000000000001e+00	8.519534e-03
2.400000000000000e+00	8.568107e-03
2.410000000000000e+00	8.616689e-03
2.420000000000000e+00	8.665277e-03
2.430000000000000e+00	8.713871e-03
2.440000000000000e+00	8.762473e-03
2.450000000000000e+00	8.811082e-03
2.460000000000000e+00	8.859697e-03
2.470000000000000e+00	8.908318e-03
2.480000000000000e+00	8.956947e-03
2.490000000000000e+00	9.005582e-03
2.500000000000000e+00	9.054223e-03
2.510000000000000e+00	9.102871e-03
2.520000000000000e+00	9.151525e-03
2.530000000000000e+00	9.200186e-03
2.540000000000000e+00	9.248852e-03
2.550000000000000e+00	9.297525e-03
2.560000000000000e+00	9.346203e-03
2.570000000000000e+00	9.394888e-03
2.580000000000000e+00	9.443578e-03
2.590000000000000e+00	9.492274e-03
2.600000000000001e+00	9.540976e-03
2.610000000000000e+00	9.589684e-03
2.620000000000000e+00	9.638398e-03
2.630000000000000e+00	9.687117e-03
2.640000000000001e+00	9.735842e-03
2.650000000000000e+00	9.784573e-03
2.660000000000000e+00	9.833308e-03
2.670000000000000e+00	9.882050e-03
2.680000000000000e+00	9.930796e-03
2.690000000000000e+00	9.979548e-03
2.700000000000000e+00	1.002831e-02
2.710000000000000e+00	1.007707e-02
2.720000000000000e+00	1.012584e-02
2.730000000000000e+00	1.017461e-02
2.740000000000000e+00	1.022339e-02
2.750000000000000e+00	1.027217e-02
2.760000000000000e+00	1.032096e-02
2.770000000000000e+00	1.036975e-02
2.780000000000000e+00	1.041855e-02
2.790000000000000e+00	1.046735e-02
2.800000000000000e+00	1.051616e-02
2.810000000000000e+00	1.056497e-02
2.820000000000000e+00	1.061379e-02
2.830000000000000e+00	1.066261e-02
2.840000000000000e+00	1.071143e-02
2.850000000000001e+00	1.076026e-02
2.860000000000000e+00	1.080910e-02
2.870000000000000e+00	1.085794e-02
2.880000000000000e+00	1.090678e-02
2.890000000000001e+00	1.095563e-02
2.900000000000000e+00	1.100449e-02
2.910000000000000e+00	1.105334e-02
2.920000000000000e+00	1.110221e-02
2.930000000000001e+00	1.115107e-02
2.940000000000000e+00	1.119994e-02
2.950000000000000e+00	1.124882e-02
2.960000000000000e+00	1.129770e-02
2.970000000000000e+00	1.134658e-02
2.980000000000000e+00	1.139547e-02
2.990000000000000e+00	1.144436e-02
3.000000000000000e+00	1.149325e-02
3.010000000000000e+00	1.154215e-02
3.020000000000000e+00	1.159105e-02
3.029999999999999e+00	1.163996e-02
3.040000000000001e+00	1.168887e-02
3.050000000000001e+00	1.173779e-02
3.060000000000000e+00	1.178671e-02
3.070000000000000e+00	1.183563e-02
3.080000000000000e+00	1.188455e-02
3.090000000000000e+00	1.193349e-02
3.100000000000000e+00	1.198242e-02
3.109999999999999e+00	1.203136e-02
3.120000000000001e+00	1.208030e-02
3.130000000000001e+00	1.212924e-02
3.140000000000001e+00	1.217819e-02
3.150000000000000e+00	1.222714e-02
3.160000000000000e+00	1.227610e-02
3.170000000000000e+00	1.232506e-02
3.180000000000000e+00	1.237402e-02
3.190000000000000e+00	1.242299e-02
3.199999999999999e+00	1.247196e-02
3.210000000000001e+00	1.252093e-02
3.220000000000001e+00	1.256991e-02
3.230000000000000e+00	1.261888e-02
3.240000000000000e+00	1.266787e-02
3.250000000000000e+00	1.271685e-02
3.260000000000000e+00	1.276584e-02
3.270000000000000e+00	1.281484e-02
3.279999999999999e+00	1.286383e-02
3.290000000000001e+00	1.291283e-02
3.300000000000001e+00	1.296183e-02
3.310000000000000e+00	1.301084e-02
3.320000000000000e+00	1.305985e-02
3.330000000000000e+00	1.310886e-02
3.340000000000000e+00	1.315788e-02
3.350000000000000e+00	1.320690e-02
3.359999999999999e+00	1.325592e-02
3.370000000000001e+00	1.330494e-02
3.380000000000001e+00	1.335397e-02
3.390000000000001e+00	1.340300e-02
3.400000000000000e+00	1.345203e-02
3.410000000000000e+00	1.350107e-02
3.420000000000000e+00	1.355011e-02
3.430000000000000e+00	1.359915e-02
3.440000000000000e+00	1.364820e-02
3.449999999999999e+00	1.369724e-02
3.460000000000001e+00	1.374629e-02
3.470000000000001e+00	1.379535e-02
3.480000000000000e+00	1.384440e-02
3.490000000000000e+00	1.389346e-02
3.500000000000000e+00	1.394252e-02
3.510000000000000e+00	1.399159e-02
3.520000000000000e+00	1.404066e-02
3.529999999999999e+00	1.408973e-02
3.540000000000001e+00	1.413880e-02
3.550000000000001e+00	1.418788e-02
3.560000000000000e+00	1.423695e-02
3.570000000000000e+00	1.428603e-02
3.580000000000000e+00	1.433512e-02
3.590000000000000e+00	1.438420e-02
3.600000000000000e+00	1.443329e-02
3.609999999999999e+00	1.448238e-02
3.620000000000001e+00	1.453148e-02
3.630000000000001e+00	1.458057e-02
3.640000000000001e+00	1.462967e-02
3.650000000000000e+00	1.467877e-02
3.660000000000000e+00	1.472788e-02
3.670000000000000e+00	1.477698e-02
3.680000000000000e+00	1.482609e-02
3.690000000000000e+00	1.487520e-02
3.700000000000001e+00	1.492432e-02
3.710000000000001e+00	1.497343e-02
3.720000000000001e+00	1.502255e-02
3.730000000000000e+00	1.507167e-02
3.740000000000000e+00	1.512080e-02
3.750000000000000e+00	1.516992e-02
3.760000000000000e+00	1.521905e-02
3.770000000000000e+00	1.526818e-02
3.779999999999999e+00	1.531731e-02
3.790000000000001e+00	1.536645e-02
3.800000000000001e+00	1.541558e-02
3.810000000000000e+00	1.546472e-02
3.820000000000000e+00	1.551387e-02
3.830000000000000e+00	1.556301e-02
3.840000000000000e+00	1.561216e-02
3.850000000000000e+00	1.566130e-02
3.859999999999999e+00	1.571045e-02
3.870000000000001e+00	1.575961e-02
3.880000000000001e+00	1.580876e-02
3.890000000000001e+00	1.585792e-02
3.900000000000000e+00	1.590708e-02
3.910000000000000e+00	1.595624e-02
3.920000000000000e+00	1.600540e-02
3.930000000000000e+00	1.605457e-02
3.940000000000000e+00	1.610374e-02
3.950000000000001e+00	1.615291e-02
3.960000000000001e+00	1.620208e-02
3.970000000000001e+00	1.625125e-02
3.980000000000000e+00	1.630043e-02
3.990000000000000e+00	1.634960e-02
4.000000000000000e+00	1.639878e-02
4.010000000000000e+00	1.644797e-02
4.020000000000000e+00	1.649715e-02
4.029999999999999e+00	1.654634e-02
4.040000000000001e+00	1.659552e-02
4.050000000000001e+00	1.664471e-02
4.060000000000000e+00	1.669390e-02
4.070000000000000e+00	1.674310e-02
4.080000000000000e+00	1.679229e-02
4.090000000000000e+00	1.684149e-02
4.100000000000000e+00	1.689069e-02
4.109999999999999e+00	1.693989e-02
4.120000000000001e+00	1.698910e-02
4.130000000000001e+00	1.703830e-02
4.140000000000001e+00	1.708751e-02
4.150000000000000e+00	1.713672e-02
4.160000000000000e+00	1.718592e-02
4.170000000000000e+00	1.723514e-02
4.180000000000000e+00	1.728435e-02
4.190000000000000e+00	1.733357e-02
4.200000000000001e+00	1.738279e-02
4.210000000000001e+00	1.743201e-02
4.220000000000001e+00	1.748123e-02
4.230000000000000e+00	1.753045e-02
4.240000000000000e+00	1.757967e-02
4.250000000000000e+00	1.762890e-02
4.260000000000000e+00	1.767813e-02
4.270000000000000e+00	1.772736e-02
4.279999999999999e+00	1.777659e-02
4.290000000000001e+00	1.782583e-02
4.300000000000001e+00	1.787506e-02
4.310000000000000e+00	1.792430e-02
4.320000000000000e+00	1.797354e-02
4.330000000000000e+00	1.802278e-02
4.340000000000000e+00	1.807202e-02
4.350000000000000e+00	1.812126e-02
4.359999999999999e+00	1.817051e-02
4.370000000000001e+00	1.821975e-02
4.380000000000001e+00	1.826900e-02
4.390000000000001e+00	1.831825e-02
4.400000000000000e+00	1.836750e-02
4.410000000000000e+00	1.841676e-02
4.420000000000000e+00	1.846601e-02
4.430000000000000e+00	1.851527e-02
4.440000000000000e+00	1.856453e-02
4.450000000000001e+00	1.861379e-02
4.460000000000001e+00	1.866305e-02
4.470000000000001e+00	1.871231e-02
4.480000000000000e+00	1.876158e-02
4.490000000000000e+00	1.881084e-02
4.500000000000000e+00	1.886011e-02
4.510000000000000e+00	1.890938e-02
4.520000000000000e+00	1.895865e-02
4.529999999999999e+00	1.900792e-02
4.540000000000001e+00	1.905719e-02
4.550000000000001e+00	1.910647e-02
4.560000000000000e+00	1.915574e-02
4.570000000000000e+00	1.920502e-02
4.580000000000000e+00	1.925430e-02
4.590000000000000e+00	1.930358e-02
4.600000000000000e+00	1.935286e-02
4.609999999999999e+00	1.940215e-02
4.620000000000001e+00	1.945143e-02
4.630000000000001e+00	1.950072e-02
4.640000000000001e+00	1.955001e-02
4.650000000000000e+00	1.959930e-02
4.660000000000000e+00	1.964859e-02
4.670000000000000e+00	1.969788e-02
4.680000000000000e+00	1.974718e-02
4.690000000000000e+00	1.979647e-02
4.700000000000001e+00	1.984577e-02
4.710000000000001e+00	1.989507e-02
4.720000000000001e+00	1.994436e-02
4.730000000000000e+00	1.999366e-02
4.740000000000000e+00	2.004297e-02
4.750000000000000e+00	2.009227e-02
4.760000000000000e+00	2.014158e-02
4.770000000000000e+00	2.019088e-02
4.779999999999999e+00	2.024019e-02
4.790000000000001e+00	2.028950e-02
4.800000000000001e+00	2.033881e-02
4.810000000000000e+00	2.038812e-02
4.820000000000000e+00	2.043743e-02
4.830000000000000e+00	2.048674e-02
4.840000000000000e+00	2.053606e-02
4.850000000000000e+00	2.058538e-02
4.859999999999999e+00	2.063469e-02
4.870000000000001e+00	2.068401e-02
4.880000000000001e+00	2.073333e-02
4.890000000000001e+00	2.078266e-02
4.900000000000000e+00	2.083198e-02
4.910000000000000e+00	2.088130e-02
4.920000000000000e+00	2.093063e-02
4.930000000000000e+00	2.097995e-02
4.940000000000000e+00	2.102928e-02
4.950000000000001e+00	2.107861e-02
4.960000000000001e+00	2.112794e-02
4.970000000000001e+00	2.117727e-02
4.980000000000000e+00	2.122661e-02
4.990000000000000e+00	2.127594e-02
5.000000000000000e+00	2.132527e-02
