#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-11-21 18:50:27.098
#Sample rate: 46274.9Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s)	Channel 1 (V)	Channel 2 (V)
-0.08592333161730759	-7.097421400570421	-0.8519743513211695
-0.08590172161730758	-7.138136422829028	-0.8519743513211695
-0.08588011161730759	-7.171448713767861	-0.8519743513211695
-0.08585850161730758	-7.20846237036658	-0.8519743513211695
-0.08583689161730759	-7.249177392625152	-0.8519743513211695
-0.08581528161730759	-7.282489683564019	-0.8519743513211695
-0.08579367161730758	-7.323204705822611	-0.8519743513211695
-0.08577206161730759	-7.356516996761458	-0.8519743513211695
-0.08575045161730759	-7.389829287700305	-0.8519743513211695
-0.08572884161730758	-7.434245675618784	-0.8519743513211695
-0.08570723161730759	-7.467557966557616	-0.8519743513211695
-0.08568562161730758	-7.504571623156336	-0.8519743513211695
-0.08566401161730759	-7.541585279755038	-0.8556881275972127
-0.08564240161730759	-7.578598936353775	-0.8519743513211695
-0.08562079161730758	-7.619313958612366	-0.8519743513211695
-0.08559918161730759	-7.656327615211086	-0.8519743513211695
-0.08557757161730759	-7.693341271809806	-0.8519743513211695
-0.08555596161730758	-7.730354928408542	-0.8519743513211712
-0.08553435161730759	-7.767368585007245	-0.8556881275972144
-0.08551274161730758	-7.804382241605964	-0.8519743513211695
-0.08549113161730759	-7.841395898204667	-0.8556881275972127
-0.08546952161730759	-7.878409554803404	-0.8556881275972144
-0.08544791161730758	-7.91542321140214	-0.8556881275972144
-0.08542630161730759	-7.952436868000842	-0.8556881275972144
-0.08540469161730758	-7.989450524599562	-0.8556881275972144
-0.08538308161730759	-8.026464181198266	-0.8556881275972144
-0.08536147161730759	-8.063477837797002	-0.8556881275972144
-0.08533986161730758	-8.100491494395721	-0.8556881275972144
-0.08531825161730759	-8.141206516654295	-0.8556881275972144
-0.08529664161730759	-8.174518807593161	-0.8594019038732592
-0.08527503161730758	-8.211532464191896	-0.8594019038732592
-0.08525342161730759	-8.2485461207906	-0.8594019038732592
-0.08523181161730758	-8.28926114304919	-0.8594019038732592
-0.08521020161730759	-8.326274799647894	-0.8594019038732592
-0.08518859161730759	-8.363288456246631	-0.8594019038732592
-0.08516698161730758	-8.400302112845349	-0.8594019038732592
-0.08514537161730759	-8.441017135103941	-0.8594019038732592
-0.08512376161730759	-8.474329426042788	-0.8594019038732592
-0.08510215161730758	-8.511343082641524	-0.8594019038732592
-0.08508054161730759	-8.548356739240228	-0.8594019038732592
-0.08505893161730758	-8.585370395838947	-0.8594019038732592
-0.08503732161730759	-8.622384052437651	-0.8631156801493024
-0.08501571161730759	-8.655696343376514	-0.8631156801493041
-0.08499410161730758	-8.640890880737027	-0.8594019038732592
-0.08497249161730759	-8.600175858478435	-0.8594019038732592
-0.08495088161730759	-8.566863567539587	-0.8594019038732592
-0.08492927161730758	-8.52614854528098	-0.8594019038732592
-0.08490766161730759	-8.489134888682276	-0.8594019038732592
-0.08488605161730758	-8.452121232083558	-0.8594019038732592
-0.08486444161730759	-8.411406209824984	-0.8594019038732592
-0.08484283161730759	-8.381795284545989	-0.8594019038732592
-0.08482122161730758	-8.341080262287399	-0.8594019038732592
-0.08479961161730759	-8.304066605688678	-0.8594019038732592
-0.08477800161730759	-8.26705294908996	-0.8594019038732592
-0.08475639161730758	-8.226337926831352	-0.855688127597216
-0.08473478161730759	-8.189324270232648	-0.8594019038732592
-0.08471317161730758	-8.152310613633929	-0.8594019038732592
-0.08469156161730759	-8.115296957035225	-0.855688127597216
-0.08466995161730759	-8.078283300436489	-0.8556881275972144
-0.08464834161730758	-8.04126964383777	-0.8556881275972144
-0.08462673161730759	-8.000554621579179	-0.8556881275972144
-0.08460512161730759	-7.96724233064033	-0.8556881275972144
-0.08458351161730758	-7.930228674041594	-0.8556881275972144
-0.08456190161730759	-7.893215017442891	-0.8556881275972144
-0.08454029161730758	-7.852499995184299	-0.8556881275972144
-0.08451868161730759	-7.815486338585597	-0.8556881275972144
-0.08449707161730759	-7.782174047646732	-0.8519743513211695
-0.08447546161730758	-7.745160391047994	-0.8519743513211712
-0.08445385161730759	-7.704445368789422	-0.8556881275972144
-0.08443224161730759	-7.671133077850574	-0.8519743513211695
-0.08441063161730758	-7.634119421251837	-0.8556881275972144
-0.08438902161730759	-7.597105764653135	-0.8556881275972144
-0.08436741161730758	-7.560092108054415	-0.8519743513211695
-0.08434580161730759	-7.519377085795843	-0.8519743513211695
-0.08432419161730759	-7.482363429197104	-0.8519743513211695
-0.08430258161730758	-7.445349772598368	-0.8519743513211695
-0.08428097161730759	-7.408336115999665	-0.8519743513211695
-0.08425936161730758	-7.375023825060818	-0.8519743513211695
-0.08423775161730759	-7.334308802802245	-0.8482605750451262
-0.08421614161730759	-7.297295146203506	-0.8519743513211695
-0.08419453161730758	-7.260281489604787	-0.8482605750451245
-0.08417292161730759	-7.219566467346215	-0.8519743513211678
-0.08415131161730759	-7.186254176407348	-0.8482605750451245
-0.08412970161730758	-7.145539154148741	-0.8519743513211678
-0.08410809161730759	-7.112226863209909	-0.8482605750451245
-0.08408648161730758	-7.071511840951318	-0.8482605750451245
-0.08406487161730759	-7.034498184352615	-0.8482605750451245
-0.08404326161730759	-7.001185893413751	-0.8482605750451245
-0.08402165161730758	-6.960470871155159	-0.8482605750451245
-0.08400004161730759	-6.923457214556439	-0.8482605750451245
-0.08397843161730759	-6.890144923617592	-0.8482605750451245
-0.08395682161730758	-6.849429901358984	-0.8482605750451245
-0.08393521161730759	-6.812416244760281	-0.8482605750451245
-0.08391360161730758	-6.779103953821433	-0.8482605750451245
-0.08389199161730759	-6.73838893156286	-0.8482605750451245
-0.08387038161730759	-6.701375274964122	-0.8482605750451245
-0.08384877161730758	-6.664361618365403	-0.8482605750451245
-0.08382716161730759	-6.627347961766684	-0.8445467987690797
-0.08380555161730759	-6.590334305167963	-0.8445467987690797
-0.08378394161730758	-6.553320648569227	-0.8445467987690797
-0.08376233161730759	-6.516306991970525	-0.8445467987690797
