Vs	V(N002,N003)	I(D1)
-3.499999999999996e-01	-3.500000e-01	-3.594689e-13
-3.399999999999999e-01	-3.400000e-01	-3.494224e-13
-3.300000000000001e-01	-3.300000e-01	-3.393719e-13
-3.200000000000003e-01	-3.200000e-01	-3.293169e-13
-3.099999999999996e-01	-3.100000e-01	-3.192572e-13
-2.999999999999998e-01	-3.000000e-01	-3.091922e-13
-2.900000000000000e-01	-2.900000e-01	-2.991215e-13
-2.800000000000002e-01	-2.800000e-01	-2.890446e-13
-2.699999999999996e-01	-2.700000e-01	-2.789611e-13
-2.599999999999998e-01	-2.600000e-01	-2.688702e-13
-2.500000000000000e-01	-2.500000e-01	-2.587713e-13
-2.400000000000002e-01	-2.400000e-01	-2.486639e-13
-2.299999999999995e-01	-2.300000e-01	-2.385469e-13
-2.199999999999998e-01	-2.200000e-01	-2.284198e-13
-2.100000000000000e-01	-2.100000e-01	-2.182816e-13
-2.000000000000002e-01	-2.000000e-01	-2.081313e-13
-1.899999999999995e-01	-1.900000e-01	-1.979678e-13
-1.799999999999997e-01	-1.800000e-01	-1.877900e-13
-1.699999999999999e-01	-1.700000e-01	-1.775967e-13
-1.600000000000001e-01	-1.600000e-01	-1.673864e-13
-1.499999999999995e-01	-1.500000e-01	-1.571578e-13
-1.399999999999997e-01	-1.400000e-01	-1.469091e-13
-1.299999999999999e-01	-1.300000e-01	-1.366387e-13
-1.200000000000001e-01	-1.200000e-01	-1.263447e-13
-1.100000000000003e-01	-1.100000e-01	-1.160249e-13
-9.999999999999964e-02	-1.000000e-01	-1.056771e-13
-8.999999999999986e-02	-9.000000e-02	-9.529894e-14
-8.000000000000007e-02	-8.000000e-02	-8.488767e-14
-7.000000000000028e-02	-7.000000e-02	-7.444043e-14
-5.999999999999961e-02	-6.000000e-02	-6.395406e-14
-4.999999999999982e-02	-5.000000e-02	-5.342514e-14
-4.000000000000004e-02	-4.000000e-02	-4.284995e-14
-3.000000000000025e-02	-3.000000e-02	-3.222443e-14
-1.999999999999957e-02	-2.000000e-02	-2.154420e-14
-9.999999999999787e-03	-1.000000e-02	-1.080446e-14
0.000000000000000e+00	0.000000e+00	0.000000e+00
9.999999999999787e-03	1.000000e-02	1.087483e-14
2.000000000000046e-02	2.000000e-02	2.182620e-14
3.000000000000025e-02	3.000000e-02	3.286080e-14
4.000000000000004e-02	4.000000e-02	4.398591e-14
4.999999999999982e-02	5.000000e-02	5.520944e-14
6.000000000000050e-02	6.000000e-02	6.654001e-14
7.000000000000028e-02	7.000000e-02	7.798699e-14
8.000000000000007e-02	8.000000e-02	8.956056e-14
8.999999999999986e-02	9.000000e-02	1.012718e-13
1.000000000000005e-01	1.000000e-01	1.131327e-13
1.100000000000003e-01	1.100000e-01	1.251564e-13
1.200000000000001e-01	1.200000e-01	1.373572e-13
1.299999999999999e-01	1.300000e-01	1.497505e-13
1.399999999999997e-01	1.400000e-01	1.623532e-13
1.500000000000004e-01	1.500000e-01	1.751836e-13
1.600000000000001e-01	1.600000e-01	1.882616e-13
1.699999999999999e-01	1.700000e-01	2.016088e-13
1.799999999999997e-01	1.800000e-01	2.152489e-13
1.900000000000004e-01	1.900000e-01	2.292074e-13
2.000000000000002e-01	2.000000e-01	2.435123e-13
2.100000000000000e-01	2.100000e-01	2.581937e-13
2.199999999999998e-01	2.200000e-01	2.732847e-13
2.300000000000004e-01	2.300000e-01	2.888211e-13
2.400000000000002e-01	2.400000e-01	3.048417e-13
2.500000000000000e-01	2.500000e-01	3.213892e-13
2.599999999999998e-01	2.600000e-01	3.385094e-13
2.700000000000005e-01	2.700000e-01	3.562525e-13
2.800000000000002e-01	2.800000e-01	3.746730e-13
2.900000000000000e-01	2.900000e-01	3.938301e-13
2.999999999999998e-01	3.000000e-01	4.137884e-13
3.100000000000005e-01	3.100000e-01	4.346178e-13
3.200000000000003e-01	3.200000e-01	4.563946e-13
3.300000000000001e-01	3.300000e-01	4.792017e-13
3.399999999999999e-01	3.400000e-01	5.031293e-13
3.500000000000005e-01	3.500000e-01	5.282752e-13
3.600000000000003e-01	3.600000e-01	5.547462e-13
3.700000000000001e-01	3.700000e-01	5.826581e-13
3.799999999999999e-01	3.800000e-01	6.121370e-13
3.899999999999997e-01	3.900000e-01	6.433200e-13
4.000000000000004e-01	4.000000e-01	6.763562e-13
4.100000000000001e-01	4.100000e-01	7.114076e-13
4.199999999999999e-01	4.200000e-01	7.486506e-13
4.299999999999997e-01	4.300000e-01	7.882769e-13
4.400000000000004e-01	4.400000e-01	8.304951e-13
4.500000000000002e-01	4.500000e-01	8.755317e-13
4.600000000000000e-01	4.600000e-01	9.236336e-13
4.699999999999998e-01	4.700000e-01	9.750687e-13
4.800000000000004e-01	4.800000e-01	1.030129e-12
4.900000000000002e-01	4.900000e-01	1.089131e-12
5.000000000000000e-01	5.000000e-01	1.152420e-12
5.099999999999998e-01	5.100000e-01	1.220370e-12
5.200000000000005e-01	5.200000e-01	1.293391e-12
5.300000000000002e-01	5.300000e-01	1.371924e-12
5.400000000000000e-01	5.400000e-01	1.456454e-12
5.499999999999998e-01	5.500000e-01	1.547503e-12
5.600000000000005e-01	5.600000e-01	1.645643e-12
5.700000000000003e-01	5.700000e-01	1.751494e-12
5.800000000000001e-01	5.800000e-01	1.865730e-12
5.899999999999999e-01	5.900000e-01	1.989085e-12
6.000000000000005e-01	6.000000e-01	2.122356e-12
6.100000000000003e-01	6.100000e-01	2.266412e-12
6.200000000000001e-01	6.200000e-01	2.422196e-12
6.299999999999999e-01	6.300000e-01	2.590733e-12
6.399999999999997e-01	6.400000e-01	2.773139e-12
6.500000000000004e-01	6.500000e-01	2.970629e-12
6.600000000000001e-01	6.600000e-01	3.184520e-12
6.699999999999999e-01	6.700000e-01	3.416249e-12
6.799999999999997e-01	6.800000e-01	3.667375e-12
6.900000000000004e-01	6.900000e-01	3.939596e-12
7.000000000000002e-01	7.000000e-01	4.234756e-12
7.100000000000000e-01	7.100000e-01	4.554864e-12
7.199999999999998e-01	7.200000e-01	4.902101e-12
7.300000000000004e-01	7.300000e-01	5.278840e-12
7.400000000000002e-01	7.400000e-01	5.687663e-12
7.500000000000000e-01	7.500000e-01	6.131377e-12
7.599999999999998e-01	7.600000e-01	6.613033e-12
7.700000000000005e-01	7.700000e-01	7.135952e-12
7.800000000000002e-01	7.800000e-01	7.703742e-12
7.900000000000000e-01	7.900000e-01	8.320331e-12
7.999999999999998e-01	8.000000e-01	8.989984e-12
8.100000000000005e-01	8.100000e-01	9.717348e-12
8.200000000000003e-01	8.200000e-01	1.050747e-11
8.300000000000001e-01	8.300000e-01	1.136584e-11
8.399999999999999e-01	8.400000e-01	1.229842e-11
8.500000000000005e-01	8.500000e-01	1.331172e-11
8.600000000000003e-01	8.600000e-01	1.441279e-11
8.700000000000001e-01	8.700000e-01	1.560931e-11
8.799999999999999e-01	8.800000e-01	1.690963e-11
8.899999999999997e-01	8.900000e-01	1.832283e-11
9.000000000000004e-01	9.000000e-01	1.985879e-11
9.100000000000001e-01	9.100000e-01	2.152825e-11
9.199999999999999e-01	9.200000e-01	2.334288e-11
9.299999999999997e-01	9.300000e-01	2.531538e-11
9.400000000000004e-01	9.400000e-01	2.745957e-11
9.500000000000002e-01	9.500000e-01	2.979048e-11
9.600000000000000e-01	9.600000e-01	3.232441e-11
9.699999999999998e-01	9.700000e-01	3.507915e-11
9.800000000000004e-01	9.800000e-01	3.807402e-11
9.900000000000002e-01	9.900000e-01	4.133001e-11
1.000000000000000e+00	1.000000e+00	4.486997e-11
1.010000000000000e+00	1.010000e+00	4.871874e-11
1.020000000000000e+00	1.020000e+00	5.290333e-11
1.030000000000000e+00	1.030000e+00	5.745315e-11
1.040000000000000e+00	1.040000e+00	6.240011e-11
1.050000000000000e+00	1.050000e+00	6.777898e-11
1.060000000000000e+00	1.060000e+00	7.362754e-11
1.070000000000000e+00	1.070000e+00	7.998687e-11
1.080000000000000e+00	1.080000e+00	8.690167e-11
1.090000000000000e+00	1.090000e+00	9.442052e-11
1.100000000000001e+00	1.100000e+00	1.025963e-10
1.110000000000000e+00	1.110000e+00	1.114864e-10
1.120000000000000e+00	1.120000e+00	1.211534e-10
1.130000000000000e+00	1.130000e+00	1.316652e-10
1.140000000000001e+00	1.140000e+00	1.430957e-10
1.150000000000000e+00	1.150000e+00	1.555254e-10
1.160000000000000e+00	1.160000e+00	1.690415e-10
1.170000000000000e+00	1.170000e+00	1.837393e-10
1.180000000000000e+00	1.180000e+00	1.997219e-10
1.190000000000000e+00	1.190000e+00	2.171019e-10
1.200000000000000e+00	1.200000e+00	2.360016e-10
1.210000000000000e+00	1.210000e+00	2.565537e-10
1.220000000000000e+00	1.220000e+00	2.789029e-10
1.230000000000000e+00	1.230000e+00	3.032064e-10
1.240000000000000e+00	1.240000e+00	3.296352e-10
1.250000000000000e+00	1.250000e+00	3.583752e-10
1.260000000000000e+00	1.260000e+00	3.896287e-10
1.270000000000000e+00	1.270000e+00	4.236154e-10
1.280000000000000e+00	1.280000e+00	4.605745e-10
1.290000000000000e+00	1.290000e+00	5.007660e-10
1.300000000000000e+00	1.300000e+00	5.444727e-10
1.310000000000000e+00	1.310000e+00	5.920022e-10
1.320000000000000e+00	1.320000e+00	6.436889e-10
1.330000000000000e+00	1.330000e+00	6.998964e-10
1.340000000000000e+00	1.340000e+00	7.610202e-10
1.350000000000001e+00	1.350000e+00	8.274905e-10
1.360000000000000e+00	1.360000e+00	8.997750e-10
1.370000000000000e+00	1.370000e+00	9.783823e-10
1.380000000000000e+00	1.380000e+00	1.063865e-09
1.390000000000001e+00	1.390000e+00	1.156826e-09
1.400000000000000e+00	1.400000e+00	1.257918e-09
1.410000000000000e+00	1.410000e+00	1.367854e-09
1.420000000000000e+00	1.420000e+00	1.487406e-09
1.430000000000000e+00	1.430000e+00	1.617416e-09
1.440000000000000e+00	1.440000e+00	1.758798e-09
1.450000000000000e+00	1.450000e+00	1.912549e-09
1.460000000000000e+00	1.460000e+00	2.079749e-09
1.470000000000000e+00	1.470000e+00	2.261575e-09
1.480000000000000e+00	1.480000e+00	2.459308e-09
1.490000000000000e+00	1.490000e+00	2.674337e-09
1.500000000000000e+00	1.500000e+00	2.908178e-09
1.510000000000000e+00	1.510000e+00	3.162474e-09
1.520000000000000e+00	1.520000e+00	3.439016e-09
1.530000000000000e+00	1.530000e+00	3.739750e-09
1.540000000000000e+00	1.540000e+00	4.066793e-09
1.550000000000000e+00	1.550000e+00	4.422445e-09
1.560000000000000e+00	1.559999e+00	4.809209e-09
1.570000000000000e+00	1.569999e+00	5.229808e-09
1.580000000000000e+00	1.579999e+00	5.687201e-09
1.590000000000000e+00	1.589999e+00	6.184607e-09
1.600000000000001e+00	1.599999e+00	6.725526e-09
1.610000000000000e+00	1.609999e+00	7.313766e-09
1.620000000000000e+00	1.619999e+00	7.953465e-09
1.630000000000000e+00	1.629999e+00	8.649127e-09
1.640000000000001e+00	1.639999e+00	9.405644e-09
1.650000000000000e+00	1.649999e+00	1.022834e-08
1.660000000000000e+00	1.659999e+00	1.112301e-08
1.670000000000000e+00	1.669999e+00	1.209595e-08
1.680000000000000e+00	1.679999e+00	1.315400e-08
1.690000000000000e+00	1.689999e+00	1.430460e-08
1.700000000000000e+00	1.699998e+00	1.555587e-08
1.710000000000000e+00	1.709998e+00	1.691659e-08
1.720000000000000e+00	1.719998e+00	1.839635e-08
1.730000000000000e+00	1.729998e+00	2.000556e-08
1.740000000000000e+00	1.739998e+00	2.175554e-08
1.750000000000000e+00	1.749998e+00	2.365861e-08
1.760000000000000e+00	1.759997e+00	2.572817e-08
1.770000000000000e+00	1.769997e+00	2.797876e-08
1.780000000000000e+00	1.779997e+00	3.042623e-08
1.790000000000000e+00	1.789997e+00	3.308780e-08
1.800000000000000e+00	1.799996e+00	3.598221e-08
1.810000000000000e+00	1.809996e+00	3.912981e-08
1.820000000000000e+00	1.819996e+00	4.255275e-08
1.830000000000000e+00	1.829995e+00	4.627512e-08
1.840000000000000e+00	1.839995e+00	5.032311e-08
1.850000000000001e+00	1.849995e+00	5.472519e-08
1.860000000000000e+00	1.859994e+00	5.951235e-08
1.870000000000000e+00	1.869994e+00	6.471826e-08
1.880000000000000e+00	1.879993e+00	7.037956e-08
1.890000000000001e+00	1.889992e+00	7.653605e-08
1.900000000000000e+00	1.899992e+00	8.323107e-08
1.910000000000000e+00	1.909991e+00	9.051170e-08
1.920000000000000e+00	1.919990e+00	9.842918e-08
1.930000000000000e+00	1.929989e+00	1.070392e-07
1.940000000000000e+00	1.939988e+00	1.164023e-07
1.950000000000000e+00	1.949987e+00	1.265843e-07
1.960000000000000e+00	1.959986e+00	1.376569e-07
1.970000000000000e+00	1.969985e+00	1.496979e-07
1.980000000000000e+00	1.979984e+00	1.627920e-07
1.990000000000000e+00	1.989982e+00	1.770314e-07
2.000000000000000e+00	1.999981e+00	1.925161e-07
2.010000000000000e+00	2.009979e+00	2.093549e-07
2.020000000000000e+00	2.019977e+00	2.276663e-07
2.030000000000000e+00	2.029975e+00	2.475791e-07
2.040000000000000e+00	2.039973e+00	2.692331e-07
2.050000000000000e+00	2.049971e+00	2.927806e-07
2.060000000000000e+00	2.059968e+00	3.183870e-07
2.070000000000000e+00	2.069965e+00	3.462324e-07
2.080000000000000e+00	2.079962e+00	3.765123e-07
2.090000000000000e+00	2.089959e+00	4.094394e-07
2.100000000000001e+00	2.099956e+00	4.452450e-07
2.110000000000000e+00	2.109951e+00	4.841806e-07
2.120000000000000e+00	2.119947e+00	5.265196e-07
2.130000000000000e+00	2.129943e+00	5.725590e-07
2.140000000000001e+00	2.139938e+00	6.226222e-07
2.150000000000000e+00	2.149932e+00	6.770602e-07
2.160000000000000e+00	2.159926e+00	7.362551e-07
2.170000000000000e+00	2.169920e+00	8.006218e-07
2.180000000000000e+00	2.179913e+00	8.706116e-07
2.190000000000000e+00	2.189905e+00	9.467152e-07
2.200000000000000e+00	2.199897e+00	1.029465e-06
2.210000000000000e+00	2.209888e+00	1.119442e-06
2.220000000000000e+00	2.219878e+00	1.217275e-06
2.230000000000000e+00	2.229868e+00	1.323648e-06
2.240000000000000e+00	2.239856e+00	1.439305e-06
2.250000000000000e+00	2.249844e+00	1.565055e-06
2.260000000000000e+00	2.259830e+00	1.701777e-06
2.270000000000000e+00	2.269815e+00	1.850423e-06
2.280000000000000e+00	2.279799e+00	2.012031e-06
2.290000000000000e+00	2.289781e+00	2.187729e-06
2.300000000000000e+00	2.299762e+00	2.378737e-06
2.310000000000000e+00	2.309741e+00	2.586387e-06
2.320000000000000e+00	2.319719e+00	2.812120e-06
2.330000000000000e+00	2.329694e+00	3.057505e-06
2.340000000000000e+00	2.339668e+00	3.324242e-06
2.350000000000001e+00	2.349639e+00	3.614179e-06
2.360000000000000e+00	2.359607e+00	3.929321e-06
2.370000000000000e+00	2.369573e+00	4.271844e-06
2.380000000000000e+00	2.379536e+00	4.644110e-06
2.390000000000001e+00	2.389495e+00	5.048679e-06
2.400000000000000e+00	2.399451e+00	5.488331e-06
2.410000000000000e+00	2.409403e+00	5.966078e-06
2.420000000000000e+00	2.419352e+00	6.485187e-06
2.430000000000000e+00	2.429295e+00	7.049198e-06
2.440000000000000e+00	2.439234e+00	7.661948e-06
2.450000000000000e+00	2.449167e+00	8.327591e-06
2.460000000000000e+00	2.459095e+00	9.050627e-06
2.470000000000000e+00	2.469016e+00	9.835928e-06
2.480000000000000e+00	2.478931e+00	1.068876e-05
2.490000000000000e+00	2.488838e+00	1.161483e-05
2.500000000000000e+00	2.498738e+00	1.262028e-05
2.510000000000000e+00	2.508629e+00	1.371179e-05
2.520000000000000e+00	2.518510e+00	1.489654e-05
2.530000000000000e+00	2.528382e+00	1.618228e-05
2.540000000000000e+00	2.538242e+00	1.757739e-05
2.550000000000000e+00	2.548091e+00	1.909087e-05
2.560000000000000e+00	2.557927e+00	2.073244e-05
2.570000000000000e+00	2.567749e+00	2.251255e-05
2.580000000000000e+00	2.577556e+00	2.444244e-05
2.590000000000000e+00	2.587347e+00	2.653416e-05
2.600000000000001e+00	2.597120e+00	2.880066e-05
2.610000000000000e+00	2.606874e+00	3.125581e-05
2.620000000000000e+00	2.616609e+00	3.391448e-05
2.630000000000000e+00	2.626321e+00	3.679252e-05
2.640000000000001e+00	2.636009e+00	3.990689e-05
2.650000000000000e+00	2.645672e+00	4.327564e-05
2.660000000000000e+00	2.655308e+00	4.691801e-05
2.670000000000000e+00	2.664915e+00	5.085439e-05
2.680000000000000e+00	2.674489e+00	5.510645e-05
2.690000000000000e+00	2.684030e+00	5.969707e-05
2.700000000000000e+00	2.693535e+00	6.465046e-05
2.710000000000000e+00	2.703001e+00	6.999204e-05
2.720000000000000e+00	2.712425e+00	7.574861e-05
2.730000000000000e+00	2.721805e+00	8.194817e-05
2.740000000000000e+00	2.731138e+00	8.862002e-05
2.750000000000000e+00	2.740421e+00	9.579467e-05
2.760000000000000e+00	2.749650e+00	1.035038e-04
2.770000000000000e+00	2.758822e+00	1.117801e-04
2.780000000000000e+00	2.767934e+00	1.206573e-04
2.790000000000000e+00	2.776983e+00	1.301702e-04
2.800000000000000e+00	2.785964e+00	1.403541e-04
2.810000000000000e+00	2.794876e+00	1.512449e-04
2.820000000000000e+00	2.803712e+00	1.628793e-04
2.830000000000000e+00	2.812471e+00	1.752939e-04
2.840000000000000e+00	2.821147e+00	1.885256e-04
2.850000000000001e+00	2.829739e+00	2.026108e-04
2.860000000000000e+00	2.838241e+00	2.175860e-04
2.870000000000000e+00	2.846651e+00	2.334867e-04
2.880000000000000e+00	2.854965e+00	2.503477e-04
2.890000000000001e+00	2.863180e+00	2.682027e-04
2.900000000000000e+00	2.871292e+00	2.870838e-04
2.910000000000000e+00	2.879298e+00	3.070219e-04
2.920000000000000e+00	2.887195e+00	3.280459e-04
2.930000000000001e+00	2.894982e+00	3.501825e-04
2.940000000000000e+00	2.902654e+00	3.734566e-04
2.950000000000000e+00	2.910211e+00	3.978903e-04
2.960000000000000e+00	2.917650e+00	4.235035e-04
2.970000000000000e+00	2.924969e+00	4.503134e-04
2.980000000000000e+00	2.932167e+00	4.783343e-04
2.990000000000000e+00	2.939242e+00	5.075781e-04
3.000000000000000e+00	2.946195e+00	5.380536e-04
3.010000000000000e+00	2.953023e+00	5.697670e-04
3.020000000000000e+00	2.959728e+00	6.027219e-04
3.029999999999999e+00	2.966308e+00	6.369189e-04
3.040000000000001e+00	2.972764e+00	6.723564e-04
3.050000000000001e+00	2.979097e+00	7.090301e-04
3.060000000000000e+00	2.985307e+00	7.469335e-04
3.070000000000000e+00	2.991394e+00	7.860578e-04
3.080000000000000e+00	2.997361e+00	8.263923e-04
3.090000000000000e+00	3.003208e+00	8.679243e-04
3.100000000000000e+00	3.008936e+00	9.106395e-04
3.109999999999999e+00	3.014548e+00	9.545221e-04
3.120000000000001e+00	3.020045e+00	9.995546e-04
3.130000000000001e+00	3.025428e+00	1.045719e-03
3.140000000000001e+00	3.030700e+00	1.092995e-03
3.150000000000000e+00	3.035864e+00	1.141364e-03
3.160000000000000e+00	3.040920e+00	1.190802e-03
3.170000000000000e+00	3.045871e+00	1.241290e-03
3.180000000000000e+00	3.050719e+00	1.292805e-03
3.190000000000000e+00	3.055468e+00	1.345324e-03
3.199999999999999e+00	3.060118e+00	1.398824e-03
3.210000000000001e+00	3.064672e+00	1.453284e-03
3.220000000000001e+00	3.069132e+00	1.508679e-03
3.230000000000000e+00	3.073501e+00	1.564986e-03
3.240000000000000e+00	3.077782e+00	1.622184e-03
3.250000000000000e+00	3.081975e+00	1.680250e-03
3.260000000000000e+00	3.086084e+00	1.739161e-03
3.270000000000000e+00	3.090111e+00	1.798894e-03
3.279999999999999e+00	3.094057e+00	1.859430e-03
3.290000000000001e+00	3.097925e+00	1.920745e-03
3.300000000000001e+00	3.101718e+00	1.982820e-03
3.310000000000000e+00	3.105437e+00	2.045633e-03
3.320000000000000e+00	3.109084e+00	2.109164e-03
3.330000000000000e+00	3.112661e+00	2.173394e-03
3.340000000000000e+00	3.116169e+00	2.238305e-03
3.350000000000000e+00	3.119612e+00	2.303876e-03
3.359999999999999e+00	3.122991e+00	2.370090e-03
3.370000000000001e+00	3.126307e+00	2.436929e-03
3.380000000000001e+00	3.129562e+00	2.504376e-03
3.390000000000001e+00	3.132759e+00	2.572414e-03
3.400000000000000e+00	3.135897e+00	2.641028e-03
3.410000000000000e+00	3.138980e+00	2.710200e-03
3.420000000000000e+00	3.142009e+00	2.779915e-03
3.430000000000000e+00	3.144984e+00	2.850160e-03
3.440000000000000e+00	3.147908e+00	2.920919e-03
3.449999999999999e+00	3.150782e+00	2.992179e-03
