V1	V(n002)	I(D1)
Step Information: Temp=0  (Step: 1/6)
2.470000000000000e+00	7.322252e-01	8.688875e-03
2.480000000000000e+00	7.324834e-01	8.737583e-03
2.490000000000000e+00	7.327403e-01	8.786298e-03
2.500000000000000e+00	7.329960e-01	8.835020e-03
2.510000000000000e+00	7.332506e-01	8.883747e-03
2.520000000000000e+00	7.335038e-01	8.932481e-03
2.530000000000000e+00	7.337559e-01	8.981220e-03
2.540000000000000e+00	7.340068e-01	9.029966e-03
2.550000000000000e+00	7.342566e-01	9.078717e-03
2.560000000000000e+00	7.345052e-01	9.127474e-03
2.570000000000000e+00	7.347526e-01	9.176238e-03
2.580000000000000e+00	7.349989e-01	9.225005e-03
2.590000000000000e+00	7.352440e-01	9.273780e-03
2.600000000000000e+00	7.354881e-01	9.322559e-03
2.610000000000000e+00	7.357311e-01	9.371345e-03
2.620000000000000e+00	7.359729e-01	9.420135e-03
2.630000000000000e+00	7.362137e-01	9.468932e-03
2.640000000000000e+00	7.364534e-01	9.517733e-03
2.650000000000000e+00	7.366921e-01	9.566540e-03
2.660000000000000e+00	7.369297e-01	9.615351e-03
2.670000000000000e+00	7.371662e-01	9.664169e-03
2.680000000000000e+00	7.374018e-01	9.712991e-03
2.690000000000000e+00	7.376363e-01	9.761819e-03
2.700000000000000e+00	7.378698e-01	9.810651e-03
2.710000000000000e+00	7.381023e-01	9.859488e-03
2.720000000000000e+00	7.383339e-01	9.908331e-03
2.730000000000000e+00	7.385644e-01	9.957178e-03
2.740000000000000e+00	7.387940e-01	1.000603e-02
2.750000000000000e+00	7.390226e-01	1.005489e-02
2.760000000000000e+00	7.392503e-01	1.010375e-02
2.770000000000000e+00	7.394770e-01	1.015261e-02
2.780000000000000e+00	7.397028e-01	1.020149e-02
2.790000000000000e+00	7.399276e-01	1.025036e-02
2.800000000000000e+00	7.401516e-01	1.029924e-02
2.810000000000000e+00	7.403747e-01	1.034813e-02
2.820000000000000e+00	7.405968e-01	1.039702e-02
2.830000000000000e+00	7.408181e-01	1.044591e-02
2.840000000000000e+00	7.410384e-01	1.049481e-02
2.850000000000000e+00	7.412579e-01	1.054371e-02
2.860000000000000e+00	7.414765e-01	1.059262e-02
2.870000000000000e+00	7.416943e-01	1.064153e-02
2.880000000000000e+00	7.419112e-01	1.069044e-02
2.890000000000000e+00	7.421273e-01	1.073936e-02
2.900000000000000e+00	7.423425e-01	1.078829e-02
2.910000000000000e+00	7.425569e-01	1.083721e-02
2.920000000000000e+00	7.427705e-01	1.088615e-02
2.930000000000000e+00	7.429832e-01	1.093508e-02
2.940000000000000e+00	7.431952e-01	1.098402e-02
2.950000000000000e+00	7.434064e-01	1.103297e-02
2.960000000000000e+00	7.436167e-01	1.108192e-02
2.970000000000000e+00	7.438263e-01	1.113087e-02
2.980000000000000e+00	7.440351e-01	1.117982e-02
2.990000000000000e+00	7.442431e-01	1.122878e-02
3.000000000000000e+00	7.444503e-01	1.127775e-02
3.010000000000000e+00	7.446568e-01	1.132672e-02
3.020000000000000e+00	7.448626e-01	1.137569e-02
3.030000000000000e+00	7.450675e-01	1.142466e-02
3.040000000000000e+00	7.452717e-01	1.147364e-02
3.050000000000000e+00	7.454752e-01	1.152262e-02
3.060000000000000e+00	7.456780e-01	1.157161e-02
3.070000000000000e+00	7.458801e-01	1.162060e-02
3.080000000000000e+00	7.460814e-01	1.166959e-02
3.090000000000000e+00	7.462820e-01	1.171859e-02
3.100000000000000e+00	7.464820e-01	1.176759e-02
3.110000000000000e+00	7.466812e-01	1.181659e-02
3.120000000000000e+00	7.468796e-01	1.186560e-02
3.130000000000000e+00	7.470775e-01	1.191461e-02
3.140000000000000e+00	7.472746e-01	1.196363e-02
3.150000000000000e+00	7.474711e-01	1.201264e-02
3.160000000000000e+00	7.476669e-01	1.206167e-02
3.170000000000000e+00	7.478620e-01	1.211069e-02
3.180000000000000e+00	7.480565e-01	1.215972e-02
3.190000000000000e+00	7.482502e-01	1.220875e-02
3.200000000000000e+00	7.484434e-01	1.225778e-02
3.210000000000000e+00	7.486359e-01	1.230682e-02
3.220000000000000e+00	7.488278e-01	1.235586e-02
3.230000000000000e+00	7.490190e-01	1.240490e-02
3.240000000000000e+00	7.492096e-01	1.245395e-02
3.250000000000000e+00	7.493995e-01	1.250300e-02
3.260000000000000e+00	7.495889e-01	1.255206e-02
3.270000000000000e+00	7.497776e-01	1.260111e-02
3.280000000000000e+00	7.499657e-01	1.265017e-02
3.290000000000000e+00	7.501532e-01	1.269923e-02
3.300000000000000e+00	7.503401e-01	1.274830e-02
3.310000000000000e+00	7.505264e-01	1.279737e-02
3.320000000000000e+00	7.507121e-01	1.284644e-02
3.330000000000000e+00	7.508972e-01	1.289551e-02
3.340000000000000e+00	7.510818e-01	1.294459e-02
3.350000000000000e+00	7.512657e-01	1.299367e-02
3.360000000000000e+00	7.514490e-01	1.304275e-02
3.370000000000000e+00	7.516319e-01	1.309184e-02
3.380000000000000e+00	7.518141e-01	1.314093e-02
3.390000000000000e+00	7.519957e-01	1.319002e-02
3.400000000000000e+00	7.521768e-01	1.323912e-02
3.410000000000000e+00	7.523574e-01	1.328821e-02
3.420000000000000e+00	7.525374e-01	1.333731e-02
3.430000000000000e+00	7.527168e-01	1.338642e-02
3.440000000000000e+00	7.528957e-01	1.343552e-02
3.450000000000000e+00	7.530740e-01	1.348463e-02
3.460000000000000e+00	7.532519e-01	1.353374e-02
3.470000000000000e+00	7.534291e-01	1.358285e-02
3.480000000000000e+00	7.536059e-01	1.363197e-02
3.490000000000000e+00	7.537821e-01	1.368109e-02
3.500000000000000e+00	7.539578e-01	1.373021e-02
3.510000000000000e+00	7.541330e-01	1.377933e-02
3.520000000000000e+00	7.543077e-01	1.382846e-02
3.530000000000000e+00	7.544818e-01	1.387759e-02
3.540000000000000e+00	7.546555e-01	1.392672e-02
3.550000000000000e+00	7.548286e-01	1.397586e-02
3.560000000000000e+00	7.550012e-01	1.402499e-02
3.570000000000000e+00	7.551734e-01	1.407413e-02
3.580000000000000e+00	7.553450e-01	1.412327e-02
3.590000000000000e+00	7.555162e-01	1.417242e-02
3.600000000000000e+00	7.556869e-01	1.422157e-02
3.610000000000000e+00	7.558571e-01	1.427071e-02
3.620000000000000e+00	7.560268e-01	1.431987e-02
3.630000000000000e+00	7.561960e-01	1.436902e-02
3.640000000000000e+00	7.563648e-01	1.441818e-02
3.650000000000000e+00	7.565331e-01	1.446733e-02
3.660000000000000e+00	7.567009e-01	1.451650e-02
3.670000000000000e+00	7.568682e-01	1.456566e-02
3.680000000000000e+00	7.570351e-01	1.461482e-02
3.690000000000000e+00	7.572016e-01	1.466399e-02
3.700000000000000e+00	7.573676e-01	1.471316e-02
3.710000000000000e+00	7.575331e-01	1.476233e-02
3.720000000000000e+00	7.576981e-01	1.481151e-02
3.730000000000000e+00	7.578627e-01	1.486069e-02
3.740000000000000e+00	7.580270e-01	1.490987e-02
3.750000000000000e+00	7.581907e-01	1.495905e-02
3.760000000000000e+00	7.583540e-01	1.500823e-02
3.770000000000000e+00	7.585168e-01	1.505742e-02
3.780000000000000e+00	7.586793e-01	1.510660e-02
3.790000000000000e+00	7.588413e-01	1.515579e-02
3.800000000000000e+00	7.590029e-01	1.520499e-02
3.810000000000000e+00	7.591640e-01	1.525418e-02
3.820000000000000e+00	7.593248e-01	1.530338e-02
3.830000000000000e+00	7.594851e-01	1.535257e-02
3.840000000000000e+00	7.596450e-01	1.540178e-02
3.850000000000000e+00	7.598044e-01	1.545098e-02
3.860000000000000e+00	7.599635e-01	1.550018e-02
3.870000000000000e+00	7.601222e-01	1.554939e-02
3.880000000000000e+00	7.602804e-01	1.559860e-02
3.890000000000000e+00	7.604383e-01	1.564781e-02
3.900000000000000e+00	7.605957e-01	1.569702e-02
3.910000000000000e+00	7.607528e-01	1.574624e-02
3.920000000000000e+00	7.609094e-01	1.579545e-02
3.930000000000000e+00	7.610657e-01	1.584467e-02
3.940000000000000e+00	7.612215e-01	1.589389e-02
3.950000000000000e+00	7.613770e-01	1.594312e-02
3.960000000000000e+00	7.615321e-01	1.599234e-02
3.970000000000000e+00	7.616868e-01	1.604157e-02
3.980000000000000e+00	7.618411e-01	1.609079e-02
3.990000000000000e+00	7.619951e-01	1.614003e-02
4.000000000000000e+00	7.621486e-01	1.618926e-02
4.010000000000000e+00	7.623019e-01	1.623849e-02
4.020000000000000e+00	7.624546e-01	1.628773e-02
4.030000000000000e+00	7.626071e-01	1.633696e-02
4.040000000000000e+00	7.627591e-01	1.638620e-02
4.050000000000000e+00	7.629109e-01	1.643545e-02
4.060000000000000e+00	7.630622e-01	1.648469e-02
4.070000000000000e+00	7.632132e-01	1.653393e-02
4.080000000000000e+00	7.633638e-01	1.658318e-02
4.090000000000000e+00	7.635141e-01	1.663243e-02
4.100000000000000e+00	7.636640e-01	1.668168e-02
4.110000000000000e+00	7.638136e-01	1.673093e-02
4.120000000000000e+00	7.639627e-01	1.678019e-02
4.130000000000000e+00	7.641116e-01	1.682944e-02
4.140000000000000e+00	7.642601e-01	1.687870e-02
4.150000000000000e+00	7.644083e-01	1.692796e-02
4.160000000000000e+00	7.645561e-01	1.697722e-02
4.170000000000000e+00	7.647036e-01	1.702648e-02
4.180000000000000e+00	7.648507e-01	1.707575e-02
4.190000000000000e+00	7.649975e-01	1.712501e-02
4.200000000000000e+00	7.651439e-01	1.717428e-02
4.210000000000000e+00	7.652900e-01	1.722355e-02
4.220000000000000e+00	7.654358e-01	1.727282e-02
4.230000000000000e+00	7.655813e-01	1.732209e-02
4.240000000000000e+00	7.657264e-01	1.737137e-02
4.250000000000000e+00	7.658712e-01	1.742064e-02
4.260000000000000e+00	7.660157e-01	1.746992e-02
4.270000000000000e+00	7.661598e-01	1.751920e-02
4.280000000000000e+00	7.663037e-01	1.756848e-02
4.290000000000000e+00	7.664472e-01	1.761776e-02
4.300000000000000e+00	7.665904e-01	1.766705e-02
4.310000000000000e+00	7.667333e-01	1.771633e-02
4.320000000000000e+00	7.668759e-01	1.776562e-02
4.330000000000000e+00	7.670181e-01	1.781491e-02
4.340000000000000e+00	7.671601e-01	1.786420e-02
4.350000000000001e+00	7.673017e-01	1.791349e-02
4.360000000000000e+00	7.674430e-01	1.796279e-02
