V1	Ix(D1:+)
1.800000000000000e+00	5.503850e-03
1.810000000000000e+00	5.552706e-03
1.820000000000000e+00	5.601573e-03
1.830000000000000e+00	5.650450e-03
1.840000000000000e+00	5.699336e-03
1.850000000000001e+00	5.748231e-03
1.860000000000000e+00	5.797135e-03
1.870000000000000e+00	5.846049e-03
1.880000000000000e+00	5.894971e-03
1.890000000000001e+00	5.943902e-03
1.900000000000000e+00	5.992841e-03
1.910000000000000e+00	6.041789e-03
1.920000000000000e+00	6.090746e-03
1.930000000000000e+00	6.139710e-03
1.940000000000000e+00	6.188683e-03
1.950000000000000e+00	6.237663e-03
1.960000000000000e+00	6.286652e-03
1.970000000000000e+00	6.335648e-03
1.980000000000000e+00	6.384651e-03
1.990000000000000e+00	6.433662e-03
2.000000000000000e+00	6.482681e-03
2.010000000000000e+00	6.531706e-03
2.020000000000000e+00	6.580739e-03
2.030000000000000e+00	6.629779e-03
2.040000000000000e+00	6.678826e-03
2.050000000000000e+00	6.727879e-03
2.060000000000000e+00	6.776940e-03
2.070000000000000e+00	6.826007e-03
2.080000000000000e+00	6.875081e-03
2.090000000000000e+00	6.924160e-03
2.100000000000001e+00	6.973247e-03
2.110000000000000e+00	7.022339e-03
2.120000000000000e+00	7.071438e-03
2.130000000000000e+00	7.120544e-03
2.140000000000001e+00	7.169655e-03
2.150000000000000e+00	7.218772e-03
2.160000000000000e+00	7.267895e-03
2.170000000000000e+00	7.317023e-03
2.180000000000000e+00	7.366158e-03
2.190000000000000e+00	7.415298e-03
2.200000000000000e+00	7.464444e-03
2.210000000000000e+00	7.513595e-03
2.220000000000000e+00	7.562751e-03
2.230000000000000e+00	7.611914e-03
2.240000000000000e+00	7.661081e-03
2.250000000000000e+00	7.710253e-03
2.260000000000000e+00	7.759431e-03
2.270000000000000e+00	7.808614e-03
2.280000000000000e+00	7.857802e-03
2.290000000000000e+00	7.906995e-03
2.300000000000000e+00	7.956193e-03
2.310000000000000e+00	8.005396e-03
2.320000000000000e+00	8.054603e-03
2.330000000000000e+00	8.103815e-03
2.340000000000000e+00	8.153033e-03
2.350000000000001e+00	8.202254e-03
2.360000000000000e+00	8.251480e-03
2.370000000000000e+00	8.300710e-03
2.380000000000000e+00	8.349946e-03
2.390000000000001e+00	8.399186e-03
2.400000000000000e+00	8.448429e-03
2.410000000000000e+00	8.497678e-03
2.420000000000000e+00	8.546931e-03
2.430000000000000e+00	8.596187e-03
2.440000000000000e+00	8.645448e-03
2.450000000000000e+00	8.694713e-03
2.460000000000000e+00	8.743983e-03
2.470000000000000e+00	8.793256e-03
2.480000000000000e+00	8.842533e-03
2.490000000000000e+00	8.891814e-03
2.500000000000000e+00	8.941100e-03
2.510000000000000e+00	8.990388e-03
2.520000000000000e+00	9.039681e-03
2.530000000000000e+00	9.088978e-03
2.540000000000000e+00	9.138279e-03
2.550000000000000e+00	9.187583e-03
2.560000000000000e+00	9.236891e-03
2.570000000000000e+00	9.286202e-03
2.580000000000000e+00	9.335517e-03
2.590000000000000e+00	9.384835e-03
2.600000000000001e+00	9.434158e-03
2.610000000000000e+00	9.483484e-03
2.620000000000000e+00	9.532812e-03
2.630000000000000e+00	9.582145e-03
2.640000000000001e+00	9.631481e-03
2.650000000000000e+00	9.680820e-03
2.660000000000000e+00	9.730162e-03
2.670000000000000e+00	9.779508e-03
2.680000000000000e+00	9.828857e-03
2.690000000000000e+00	9.878210e-03
2.700000000000000e+00	9.927565e-03
2.710000000000000e+00	9.976923e-03
2.720000000000000e+00	1.002629e-02
2.730000000000000e+00	1.007565e-02
2.740000000000000e+00	1.012502e-02
2.750000000000000e+00	1.017439e-02
2.760000000000000e+00	1.022376e-02
2.770000000000000e+00	1.027314e-02
2.780000000000000e+00	1.032252e-02
2.790000000000000e+00	1.037190e-02
2.800000000000000e+00	1.042129e-02
2.810000000000000e+00	1.047068e-02
2.820000000000000e+00	1.052007e-02
2.830000000000000e+00	1.056946e-02
2.840000000000000e+00	1.061886e-02
2.850000000000001e+00	1.066826e-02
2.860000000000000e+00	1.071766e-02
2.870000000000000e+00	1.076707e-02
2.880000000000000e+00	1.081647e-02
2.890000000000001e+00	1.086588e-02
2.900000000000000e+00	1.091530e-02
2.910000000000000e+00	1.096471e-02
2.920000000000000e+00	1.101413e-02
2.930000000000001e+00	1.106355e-02
2.940000000000000e+00	1.111298e-02
2.950000000000000e+00	1.116240e-02
2.960000000000000e+00	1.121183e-02
2.970000000000000e+00	1.126126e-02
2.980000000000000e+00	1.131070e-02
2.990000000000000e+00	1.136013e-02
3.000000000000000e+00	1.140957e-02
3.010000000000000e+00	1.145901e-02
3.020000000000000e+00	1.150845e-02
3.029999999999999e+00	1.155790e-02
3.040000000000001e+00	1.160735e-02
3.050000000000001e+00	1.165680e-02
3.060000000000000e+00	1.170625e-02
3.070000000000000e+00	1.175571e-02
3.080000000000000e+00	1.180516e-02
3.090000000000000e+00	1.185462e-02
3.100000000000000e+00	1.190408e-02
3.109999999999999e+00	1.195355e-02
3.120000000000001e+00	1.200301e-02
3.130000000000001e+00	1.205248e-02
3.140000000000001e+00	1.210195e-02
3.150000000000000e+00	1.215142e-02
3.160000000000000e+00	1.220090e-02
3.170000000000000e+00	1.225038e-02
3.180000000000000e+00	1.229985e-02
3.190000000000000e+00	1.234933e-02
3.199999999999999e+00	1.239882e-02
3.210000000000001e+00	1.244830e-02
3.220000000000001e+00	1.249779e-02
3.230000000000000e+00	1.254728e-02
3.240000000000000e+00	1.259677e-02
3.250000000000000e+00	1.264626e-02
3.260000000000000e+00	1.269576e-02
3.270000000000000e+00	1.274525e-02
3.279999999999999e+00	1.279475e-02
3.290000000000001e+00	1.284425e-02
3.300000000000001e+00	1.289376e-02
3.310000000000000e+00	1.294326e-02
3.320000000000000e+00	1.299277e-02
3.330000000000000e+00	1.304227e-02
3.340000000000000e+00	1.309178e-02
3.350000000000000e+00	1.314130e-02
3.359999999999999e+00	1.319081e-02
3.370000000000001e+00	1.324033e-02
3.380000000000001e+00	1.328984e-02
3.390000000000001e+00	1.333936e-02
3.400000000000000e+00	1.338888e-02
3.410000000000000e+00	1.343841e-02
3.420000000000000e+00	1.348793e-02
3.430000000000000e+00	1.353746e-02
3.440000000000000e+00	1.358698e-02
3.449999999999999e+00	1.363651e-02
3.460000000000001e+00	1.368604e-02
3.470000000000001e+00	1.373558e-02
3.480000000000000e+00	1.378511e-02
3.490000000000000e+00	1.383465e-02
3.500000000000000e+00	1.388418e-02
3.510000000000000e+00	1.393372e-02
3.520000000000000e+00	1.398327e-02
3.529999999999999e+00	1.403281e-02
3.540000000000001e+00	1.408235e-02
3.550000000000001e+00	1.413190e-02
3.560000000000000e+00	1.418145e-02
3.570000000000000e+00	1.423099e-02
3.580000000000000e+00	1.428054e-02
3.590000000000000e+00	1.433010e-02
3.600000000000000e+00	1.437965e-02
3.609999999999999e+00	1.442921e-02
3.620000000000001e+00	1.447876e-02
3.630000000000001e+00	1.452832e-02
3.640000000000001e+00	1.457788e-02
3.650000000000000e+00	1.462744e-02
3.660000000000000e+00	1.467700e-02
3.670000000000000e+00	1.472657e-02
3.680000000000000e+00	1.477613e-02
3.690000000000000e+00	1.482570e-02
3.700000000000001e+00	1.487527e-02
3.710000000000001e+00	1.492484e-02
3.720000000000001e+00	1.497441e-02
3.730000000000000e+00	1.502398e-02
3.740000000000000e+00	1.507356e-02
3.750000000000000e+00	1.512313e-02
3.760000000000000e+00	1.517271e-02
3.770000000000000e+00	1.522229e-02
3.779999999999999e+00	1.527186e-02
3.790000000000001e+00	1.532145e-02
3.800000000000001e+00	1.537103e-02
3.810000000000000e+00	1.542061e-02
3.820000000000000e+00	1.547020e-02
3.830000000000000e+00	1.551978e-02
3.840000000000000e+00	1.556937e-02
3.850000000000000e+00	1.561896e-02
3.859999999999999e+00	1.566855e-02
3.870000000000001e+00	1.571814e-02
3.880000000000001e+00	1.576773e-02
3.890000000000001e+00	1.581733e-02
3.900000000000000e+00	1.586692e-02
3.910000000000000e+00	1.591652e-02
3.920000000000000e+00	1.596612e-02
3.930000000000000e+00	1.601571e-02
3.940000000000000e+00	1.606531e-02
3.950000000000001e+00	1.611492e-02
3.960000000000001e+00	1.616452e-02
3.970000000000001e+00	1.621412e-02
3.980000000000000e+00	1.626373e-02
3.990000000000000e+00	1.631333e-02
4.000000000000000e+00	1.636294e-02
4.010000000000000e+00	1.641255e-02
4.020000000000000e+00	1.646216e-02
4.029999999999999e+00	1.651177e-02
4.040000000000001e+00	1.656138e-02
4.050000000000001e+00	1.661099e-02
4.060000000000000e+00	1.666061e-02
4.070000000000000e+00	1.671023e-02
4.080000000000000e+00	1.675984e-02
4.090000000000000e+00	1.680946e-02
4.100000000000000e+00	1.685908e-02
4.109999999999999e+00	1.690870e-02
4.120000000000001e+00	1.695832e-02
4.130000000000001e+00	1.700794e-02
4.140000000000001e+00	1.705756e-02
4.150000000000000e+00	1.710719e-02
4.160000000000000e+00	1.715681e-02
4.170000000000000e+00	1.720644e-02
4.180000000000000e+00	1.725607e-02
4.190000000000000e+00	1.730570e-02
4.200000000000001e+00	1.735533e-02
4.210000000000001e+00	1.740496e-02
4.220000000000001e+00	1.745459e-02
4.230000000000000e+00	1.750422e-02
4.240000000000000e+00	1.755385e-02
4.250000000000000e+00	1.760349e-02
4.260000000000000e+00	1.765313e-02
4.270000000000000e+00	1.770276e-02
4.279999999999999e+00	1.775240e-02
4.290000000000001e+00	1.780204e-02
4.300000000000001e+00	1.785168e-02
4.310000000000000e+00	1.790132e-02
4.320000000000000e+00	1.795096e-02
4.330000000000000e+00	1.800060e-02
4.340000000000000e+00	1.805025e-02
4.350000000000000e+00	1.809989e-02
4.359999999999999e+00	1.814954e-02
4.370000000000001e+00	1.819919e-02
4.380000000000001e+00	1.824883e-02
4.390000000000001e+00	1.829848e-02
4.400000000000000e+00	1.834813e-02
4.410000000000000e+00	1.839778e-02
4.420000000000000e+00	1.844743e-02
4.430000000000000e+00	1.849709e-02
4.440000000000000e+00	1.854674e-02
4.450000000000001e+00	1.859639e-02
4.460000000000001e+00	1.864605e-02
4.470000000000001e+00	1.869570e-02
4.480000000000000e+00	1.874536e-02
4.490000000000000e+00	1.879502e-02
4.500000000000000e+00	1.884468e-02
4.510000000000000e+00	1.889434e-02
4.520000000000000e+00	1.894400e-02
4.529999999999999e+00	1.899366e-02
4.540000000000001e+00	1.904332e-02
4.550000000000001e+00	1.909299e-02
4.560000000000000e+00	1.914265e-02
4.570000000000000e+00	1.919231e-02
4.580000000000000e+00	1.924198e-02
4.590000000000000e+00	1.929165e-02
4.600000000000000e+00	1.934131e-02
4.609999999999999e+00	1.939098e-02
4.620000000000001e+00	1.944065e-02
4.630000000000001e+00	1.949032e-02
4.640000000000001e+00	1.953999e-02
4.650000000000000e+00	1.958966e-02
4.660000000000000e+00	1.963934e-02
4.670000000000000e+00	1.968901e-02
4.680000000000000e+00	1.973869e-02
4.690000000000000e+00	1.978836e-02
4.700000000000001e+00	1.983804e-02
4.710000000000001e+00	1.988771e-02
4.720000000000001e+00	1.993739e-02
4.730000000000000e+00	1.998707e-02
4.740000000000000e+00	2.003675e-02
4.750000000000000e+00	2.008643e-02
4.760000000000000e+00	2.013611e-02
4.770000000000000e+00	2.018579e-02
4.779999999999999e+00	2.023547e-02
4.790000000000001e+00	2.028515e-02
4.800000000000001e+00	2.033484e-02
4.810000000000000e+00	2.038452e-02
4.820000000000000e+00	2.043421e-02
4.830000000000000e+00	2.048389e-02
4.840000000000000e+00	2.053358e-02
4.850000000000000e+00	2.058327e-02
4.859999999999999e+00	2.063295e-02
4.870000000000001e+00	2.068264e-02
4.880000000000001e+00	2.073233e-02
4.890000000000001e+00	2.078202e-02
4.900000000000000e+00	2.083171e-02
4.910000000000000e+00	2.088141e-02
4.920000000000000e+00	2.093110e-02
4.930000000000000e+00	2.098079e-02
4.940000000000000e+00	2.103049e-02
4.950000000000001e+00	2.108018e-02
4.960000000000001e+00	2.112988e-02
4.970000000000001e+00	2.117957e-02
4.980000000000000e+00	2.122927e-02
4.990000000000000e+00	2.127897e-02
5.000000000000000e+00	2.132867e-02
