V1	Ix(D1:+)
-2.690000000000000e+00	-2.700000e-12
-2.680000000000000e+00	-2.690000e-12
-2.670000000000000e+00	-2.680000e-12
-2.660000000000000e+00	-2.670000e-12
-2.650000000000000e+00	-2.660000e-12
-2.640000000000000e+00	-2.650000e-12
-2.630000000000000e+00	-2.640000e-12
-2.620000000000000e+00	-2.630000e-12
-2.610000000000000e+00	-2.620000e-12
-2.600000000000000e+00	-2.610000e-12
-2.590000000000000e+00	-2.600000e-12
-2.580000000000000e+00	-2.590000e-12
-2.570000000000000e+00	-2.580000e-12
-2.560000000000000e+00	-2.570000e-12
-2.550000000000000e+00	-2.560000e-12
-2.540000000000000e+00	-2.550000e-12
-2.530000000000000e+00	-2.540000e-12
-2.520000000000000e+00	-2.530000e-12
-2.510000000000000e+00	-2.520000e-12
-2.500000000000000e+00	-2.510000e-12
-2.490000000000000e+00	-2.500000e-12
-2.480000000000000e+00	-2.490000e-12
-2.470000000000000e+00	-2.480000e-12
-2.460000000000000e+00	-2.470000e-12
-2.450000000000000e+00	-2.460000e-12
-2.440000000000000e+00	-2.450000e-12
-2.430000000000000e+00	-2.440000e-12
-2.420000000000000e+00	-2.430000e-12
-2.410000000000000e+00	-2.420000e-12
-2.400000000000000e+00	-2.410000e-12
-2.390000000000000e+00	-2.400000e-12
-2.380000000000000e+00	-2.390000e-12
-2.370000000000000e+00	-2.380000e-12
-2.360000000000000e+00	-2.370000e-12
-2.350000000000000e+00	-2.360000e-12
-2.340000000000000e+00	-2.350000e-12
-2.330000000000000e+00	-2.340000e-12
-2.320000000000000e+00	-2.330000e-12
-2.310000000000000e+00	-2.320000e-12
-2.300000000000000e+00	-2.310000e-12
-2.290000000000000e+00	-2.300000e-12
-2.280000000000000e+00	-2.290000e-12
-2.270000000000000e+00	-2.280000e-12
-2.260000000000000e+00	-2.270000e-12
-2.250000000000000e+00	-2.260000e-12
-2.240000000000000e+00	-2.250000e-12
-2.230000000000000e+00	-2.240000e-12
-2.220000000000000e+00	-2.230000e-12
-2.210000000000000e+00	-2.220000e-12
-2.200000000000000e+00	-2.210000e-12
-2.190000000000000e+00	-2.200000e-12
-2.180000000000000e+00	-2.190000e-12
-2.170000000000000e+00	-2.180000e-12
-2.160000000000000e+00	-2.170000e-12
-2.150000000000000e+00	-2.160000e-12
-2.140000000000000e+00	-2.150000e-12
-2.130000000000000e+00	-2.140000e-12
-2.120000000000000e+00	-2.130000e-12
-2.110000000000000e+00	-2.120000e-12
-2.100000000000000e+00	-2.110000e-12
-2.090000000000000e+00	-2.100000e-12
-2.080000000000000e+00	-2.090000e-12
-2.070000000000000e+00	-2.080000e-12
-2.060000000000000e+00	-2.070000e-12
-2.050000000000000e+00	-2.060000e-12
-2.040000000000000e+00	-2.050000e-12
-2.030000000000000e+00	-2.040000e-12
-2.020000000000000e+00	-2.030000e-12
-2.010000000000000e+00	-2.020000e-12
-2.000000000000000e+00	-2.010000e-12
-1.990000000000000e+00	-2.000000e-12
-1.980000000000000e+00	-1.990000e-12
-1.970000000000000e+00	-1.980000e-12
-1.960000000000000e+00	-1.970000e-12
-1.950000000000000e+00	-1.960000e-12
-1.940000000000000e+00	-1.950000e-12
-1.930000000000000e+00	-1.940000e-12
-1.920000000000000e+00	-1.930000e-12
-1.910000000000000e+00	-1.920000e-12
-1.900000000000000e+00	-1.910000e-12
-1.890000000000000e+00	-1.900000e-12
-1.880000000000000e+00	-1.890000e-12
-1.870000000000000e+00	-1.880000e-12
-1.860000000000000e+00	-1.870000e-12
-1.850000000000000e+00	-1.860000e-12
-1.840000000000000e+00	-1.850000e-12
-1.830000000000000e+00	-1.840000e-12
-1.820000000000000e+00	-1.830000e-12
-1.810000000000000e+00	-1.820000e-12
-1.800000000000000e+00	-1.810000e-12
-1.790000000000000e+00	-1.800000e-12
-1.780000000000000e+00	-1.790000e-12
-1.770000000000000e+00	-1.780000e-12
-1.760000000000000e+00	-1.770000e-12
-1.750000000000000e+00	-1.760000e-12
-1.740000000000000e+00	-1.750000e-12
-1.730000000000000e+00	-1.740000e-12
-1.720000000000000e+00	-1.730000e-12
-1.710000000000000e+00	-1.720000e-12
-1.700000000000000e+00	-1.710000e-12
-1.690000000000000e+00	-1.700000e-12
-1.680000000000000e+00	-1.690000e-12
-1.670000000000000e+00	-1.680000e-12
-1.660000000000000e+00	-1.670000e-12
-1.650000000000000e+00	-1.660000e-12
-1.640000000000000e+00	-1.650000e-12
-1.630000000000000e+00	-1.640000e-12
-1.620000000000000e+00	-1.630000e-12
-1.610000000000000e+00	-1.620000e-12
-1.600000000000000e+00	-1.610000e-12
-1.590000000000000e+00	-1.600000e-12
-1.580000000000000e+00	-1.590000e-12
-1.570000000000000e+00	-1.580000e-12
-1.560000000000000e+00	-1.570000e-12
-1.550000000000000e+00	-1.560000e-12
-1.540000000000000e+00	-1.550000e-12
-1.530000000000000e+00	-1.540000e-12
-1.520000000000000e+00	-1.530000e-12
-1.510000000000000e+00	-1.520000e-12
-1.500000000000000e+00	-1.510000e-12
-1.490000000000000e+00	-1.500000e-12
-1.480000000000000e+00	-1.490000e-12
-1.470000000000000e+00	-1.480000e-12
-1.460000000000000e+00	-1.470000e-12
-1.450000000000000e+00	-1.460000e-12
-1.440000000000000e+00	-1.450000e-12
-1.430000000000000e+00	-1.440000e-12
-1.420000000000000e+00	-1.430000e-12
-1.410000000000000e+00	-1.420000e-12
-1.400000000000000e+00	-1.410000e-12
-1.390000000000000e+00	-1.400000e-12
-1.380000000000000e+00	-1.390000e-12
-1.370000000000000e+00	-1.380000e-12
-1.360000000000000e+00	-1.370000e-12
-1.350000000000000e+00	-1.360000e-12
-1.340000000000000e+00	-1.350000e-12
-1.330000000000000e+00	-1.340000e-12
-1.320000000000000e+00	-1.330000e-12
-1.310000000000000e+00	-1.320000e-12
-1.300000000000000e+00	-1.310000e-12
-1.290000000000000e+00	-1.300000e-12
-1.280000000000000e+00	-1.290000e-12
-1.270000000000000e+00	-1.280000e-12
-1.260000000000000e+00	-1.270000e-12
-1.250000000000000e+00	-1.260000e-12
-1.240000000000000e+00	-1.250000e-12
-1.230000000000000e+00	-1.240000e-12
-1.220000000000000e+00	-1.230000e-12
-1.210000000000000e+00	-1.220000e-12
-1.200000000000000e+00	-1.210000e-12
-1.190000000000000e+00	-1.200000e-12
-1.180000000000000e+00	-1.190000e-12
-1.170000000000000e+00	-1.180000e-12
-1.160000000000000e+00	-1.170000e-12
-1.150000000000000e+00	-1.160000e-12
-1.140000000000000e+00	-1.150000e-12
-1.130000000000000e+00	-1.140000e-12
-1.120000000000000e+00	-1.130000e-12
-1.110000000000000e+00	-1.120000e-12
-1.100000000000000e+00	-1.110000e-12
-1.090000000000000e+00	-1.100000e-12
-1.080000000000000e+00	-1.090000e-12
-1.070000000000000e+00	-1.080000e-12
-1.060000000000000e+00	-1.070000e-12
-1.050000000000000e+00	-1.060000e-12
-1.040000000000000e+00	-1.050000e-12
-1.030000000000000e+00	-1.040000e-12
-1.020000000000000e+00	-1.030000e-12
-1.010000000000000e+00	-1.020000e-12
-1.000000000000000e+00	-1.010000e-12
-9.900000000000002e-01	-1.000000e-12
-9.799999999999995e-01	-9.900000e-13
-9.699999999999998e-01	-9.800000e-13
-9.600000000000000e-01	-9.700000e-13
-9.500000000000002e-01	-9.600000e-13
-9.399999999999995e-01	-9.500000e-13
-9.299999999999997e-01	-9.400000e-13
-9.199999999999999e-01	-9.300000e-13
-9.100000000000001e-01	-9.200000e-13
