time	V(N003,N002)
2.587882562680693e-02	3.583829e+00
2.612296625180693e-02	3.583565e+00
2.634028624892870e-02	3.582437e+00
2.655711546066905e-02	3.580951e+00
2.678448066072759e-02	3.579296e+00
2.702862128572759e-02	3.577496e+00
2.727276191072759e-02	3.575692e+00
2.751690253572759e-02	3.573889e+00
2.776104316072759e-02	3.572087e+00
2.800518378572759e-02	3.570285e+00
2.824932441072759e-02	3.568485e+00
2.849346503572759e-02	3.566685e+00
2.873760566072759e-02	3.564887e+00
2.898174628572759e-02	3.563089e+00
2.922588691072759e-02	3.561292e+00
2.947002753572759e-02	3.559496e+00
2.971416816072759e-02	3.557701e+00
2.995830878572759e-02	3.555907e+00
3.020244941072759e-02	3.554114e+00
3.044659003572759e-02	3.552321e+00
3.069073066072759e-02	3.550530e+00
3.093487128572759e-02	3.548739e+00
3.117901191072759e-02	3.546950e+00
3.142315253572758e-02	3.545161e+00
3.166729316072758e-02	3.543373e+00
3.191143378572758e-02	3.541586e+00
3.215557441072758e-02	3.539800e+00
3.239971503572758e-02	3.538015e+00
3.264385566072758e-02	3.536231e+00
3.288799628572758e-02	3.534448e+00
3.313213691072758e-02	3.532670e+00
3.337627753572758e-02	3.530909e+00
3.352936345970760e-02	3.529841e+00
3.367159332398524e-02	3.528936e+00
3.381157495616766e-02	3.528241e+00
3.394456245470236e-02	3.527981e+00
3.409359178813660e-02	3.528629e+00
3.427458130200191e-02	3.531648e+00
3.451872192700191e-02	3.539834e+00
3.471807673330488e-02	3.549843e+00
3.493453816543580e-02	3.562644e+00
3.517609322128139e-02	3.575871e+00
3.542023384628139e-02	3.585973e+00
3.559859886677837e-02	3.590351e+00
3.580210787190652e-02	3.592462e+00
3.598948525795182e-02	3.592782e+00
3.611987780928996e-02	3.592365e+00
3.621489560622665e-02	3.591846e+00
3.631039957065127e-02	3.591233e+00
3.640655773557920e-02	3.590571e+00
3.650851173180101e-02	3.589841e+00
3.660757394875042e-02	3.589119e+00
3.671543140533165e-02	3.588325e+00
3.683612052310319e-02	3.587433e+00
3.697889195576382e-02	3.586376e+00
3.715475099697956e-02	3.585073e+00
3.738497395532097e-02	3.583369e+00
3.762911458032097e-02	3.581562e+00
3.787325520532097e-02	3.579756e+00
3.811739583032097e-02	3.577950e+00
3.836153645532097e-02	3.576146e+00
3.860567708032097e-02	3.574343e+00
3.884981770532097e-02	3.572540e+00
3.909395833032097e-02	3.570738e+00
3.933809895532097e-02	3.568938e+00
3.958223958032097e-02	3.567138e+00
3.982638020532097e-02	3.565339e+00
4.007052083032097e-02	3.563541e+00
4.031466145532097e-02	3.561744e+00
4.055880208032097e-02	3.559947e+00
4.080294270532097e-02	3.558152e+00
4.104708333032097e-02	3.556358e+00
4.129122395532097e-02	3.554565e+00
4.153536458032097e-02	3.552772e+00
4.177950520532097e-02	3.550980e+00
4.202364583032097e-02	3.549190e+00
4.226778645532097e-02	3.547400e+00
4.251192708032097e-02	3.545611e+00
4.275606770532097e-02	3.543823e+00
4.300020833032097e-02	3.542037e+00
4.324434895532097e-02	3.540262e+00
4.348848958032097e-02	3.538551e+00
4.373263020532097e-02	3.537144e+00
4.397677083032097e-02	3.536774e+00
4.421714875151958e-02	3.538888e+00
4.446128937651958e-02	3.545053e+00
4.467588222732278e-02	3.554324e+00
4.490270528654053e-02	3.566689e+00
4.512067049480215e-02	3.578325e+00
4.536481111980215e-02	3.588722e+00
4.554865384342414e-02	3.593757e+00
4.572918709558695e-02	3.596138e+00
4.592158792556519e-02	3.596744e+00
4.616572855056519e-02	3.596009e+00
4.640986917556519e-02	3.594553e+00
4.663511237511792e-02	3.592956e+00
4.687925300011792e-02	3.591158e+00
4.712339362511792e-02	3.589349e+00
4.736753425011792e-02	3.587539e+00
4.761167487511792e-02	3.585730e+00
4.785581550011792e-02	3.583922e+00
4.809995612511792e-02	3.582114e+00
4.834409675011792e-02	3.580308e+00
4.858823737511792e-02	3.578502e+00
4.883237800011792e-02	3.576698e+00
4.907651862511792e-02	3.574894e+00
4.932065925011792e-02	3.573091e+00
4.956479987511792e-02	3.571289e+00
4.980894050011792e-02	3.569488e+00
5.005308112511792e-02	3.567688e+00
5.029722175011792e-02	3.565889e+00
5.054136237511792e-02	3.564091e+00
5.078550300011792e-02	3.562293e+00
5.102964362511792e-02	3.560497e+00
5.127378425011792e-02	3.558702e+00
5.151792487511792e-02	3.556907e+00
5.176206550011792e-02	3.555113e+00
5.200620612511792e-02	3.553320e+00
5.225034675011792e-02	3.551528e+00
5.249448737511792e-02	3.549737e+00
5.273862800011792e-02	3.547947e+00
5.298276862511792e-02	3.546159e+00
5.322690925011792e-02	3.544377e+00
5.342741129813817e-02	3.542932e+00
5.357252022120185e-02	3.541925e+00
5.370416093518025e-02	3.541099e+00
5.384316447516399e-02	3.540429e+00
5.397769205407564e-02	3.540203e+00
5.413150911437634e-02	3.540958e+00
5.432388486085864e-02	3.544263e+00
5.456802548585864e-02	3.552364e+00
5.476753676722936e-02	3.561918e+00
5.498406455398578e-02	3.573650e+00
5.522820517898578e-02	3.585515e+00
5.544658359013362e-02	3.593272e+00
5.562259562214423e-02	3.596844e+00
5.582180561910943e-02	3.598435e+00
5.601356795412536e-02	3.598501e+00
5.614646856700474e-02	3.597982e+00
5.624179177279467e-02	3.597425e+00
5.633767564392544e-02	3.596787e+00
