V1	V(N002,N003)	I(D1)
-3.700000000000001e-01	-3.699995e-01	-2.519653e-09
-3.600000000000003e-01	-3.599995e-01	-2.519466e-09
-3.499999999999996e-01	-3.499995e-01	-2.519235e-09
-3.399999999999999e-01	-3.399995e-01	-2.518950e-09
-3.300000000000001e-01	-3.299995e-01	-2.518597e-09
-3.200000000000003e-01	-3.199995e-01	-2.518159e-09
-3.099999999999996e-01	-3.099995e-01	-2.517616e-09
-2.999999999999998e-01	-2.999995e-01	-2.516941e-09
-2.900000000000000e-01	-2.899995e-01	-2.516101e-09
-2.800000000000002e-01	-2.799995e-01	-2.515057e-09
-2.699999999999996e-01	-2.699995e-01	-2.513757e-09
-2.599999999999998e-01	-2.599995e-01	-2.512139e-09
-2.500000000000000e-01	-2.499995e-01	-2.510124e-09
-2.400000000000002e-01	-2.399995e-01	-2.507613e-09
-2.299999999999995e-01	-2.299995e-01	-2.504486e-09
-2.199999999999998e-01	-2.199995e-01	-2.500588e-09
-2.100000000000000e-01	-2.099995e-01	-2.495731e-09
-2.000000000000002e-01	-1.999995e-01	-2.489676e-09
-1.899999999999995e-01	-1.899995e-01	-2.482129e-09
-1.799999999999997e-01	-1.799995e-01	-2.472721e-09
-1.699999999999999e-01	-1.699995e-01	-2.460993e-09
-1.600000000000001e-01	-1.599995e-01	-2.446370e-09
-1.499999999999995e-01	-1.499995e-01	-2.428141e-09
-1.399999999999997e-01	-1.399995e-01	-2.405412e-09
-1.299999999999999e-01	-1.299995e-01	-2.377073e-09
-1.200000000000001e-01	-1.199995e-01	-2.341740e-09
-1.100000000000003e-01	-1.099995e-01	-2.297684e-09
-9.999999999999964e-02	-9.999955e-02	-2.242753e-09
-8.999999999999986e-02	-8.999956e-02	-2.174261e-09
-8.000000000000007e-02	-7.999958e-02	-2.088860e-09
-7.000000000000028e-02	-6.999961e-02	-1.982374e-09
-5.999999999999961e-02	-5.999963e-02	-1.849597e-09
-4.999999999999982e-02	-4.999966e-02	-1.684037e-09
-4.000000000000004e-02	-3.999970e-02	-1.477601e-09
-3.000000000000025e-02	-2.999976e-02	-1.220195e-09
-1.999999999999957e-02	-1.999982e-02	-8.992331e-10
-9.999999999999787e-03	-9.999900e-03	-4.990239e-10
0.000000000000000e+00	0.000000e+00	0.000000e+00
9.999999999999787e-03	9.999876e-03	6.222367e-10
2.000000000000046e-02	1.999972e-02	1.398108e-09
3.000000000000025e-02	2.999953e-02	2.365547e-09
4.000000000000004e-02	3.999928e-02	3.571850e-09
4.999999999999982e-02	4.999898e-02	5.075992e-09
6.000000000000050e-02	5.999861e-02	6.951504e-09
7.000000000000028e-02	6.999815e-02	9.290069e-09
8.000000000000007e-02	7.999756e-02	1.220600e-08
8.999999999999986e-02	8.999683e-02	1.584182e-08
1.000000000000005e-01	9.999593e-02	2.037523e-08
1.100000000000003e-01	1.099948e-01	2.602776e-08
1.200000000000001e-01	1.199934e-01	3.307561e-08
1.299999999999999e-01	1.299916e-01	4.186309e-08
1.399999999999997e-01	1.399894e-01	5.281941e-08
1.500000000000004e-01	1.499867e-01	6.647955e-08
1.600000000000001e-01	1.599833e-01	8.351032e-08
1.699999999999999e-01	1.699791e-01	1.047427e-07
1.799999999999997e-01	1.799738e-01	1.312122e-07
1.900000000000004e-01	1.899672e-01	1.642088e-07
2.000000000000002e-01	1.999589e-01	2.053394e-07
2.100000000000000e-01	2.099487e-01	2.566049e-07
2.199999999999998e-01	2.199359e-01	3.204964e-07
2.300000000000004e-01	2.299200e-01	4.001132e-07
2.400000000000002e-01	2.399001e-01	4.993105e-07
2.500000000000000e-01	2.498754e-01	6.228797e-07
2.599999999999998e-01	2.598446e-01	7.767716e-07
2.700000000000005e-01	2.698063e-01	9.683696e-07
2.800000000000002e-01	2.797586e-01	1.206823e-06
2.900000000000000e-01	2.896993e-01	1.503455e-06
2.999999999999998e-01	2.996255e-01	1.872245e-06
3.100000000000005e-01	3.095339e-01	2.330424e-06
3.200000000000003e-01	3.194202e-01	2.899158e-06
3.300000000000001e-01	3.292791e-01	3.604361e-06
3.399999999999999e-01	3.391045e-01	4.477617e-06
3.500000000000005e-01	3.488885e-01	5.557217e-06
3.600000000000003e-01	3.586221e-01	6.889267e-06
3.700000000000001e-01	3.682942e-01	8.528840e-06
3.799999999999999e-01	3.778918e-01	1.054107e-05
3.899999999999997e-01	3.873996e-01	1.300204e-05
4.000000000000004e-01	3.968001e-01	1.599940e-05
4.100000000000001e-01	4.060735e-01	1.963228e-05
4.199999999999999e-01	4.151979e-01	2.401057e-05
4.299999999999997e-01	4.241494e-01	2.925303e-05
4.400000000000004e-01	4.329031e-01	3.548435e-05
4.500000000000002e-01	4.414338e-01	4.283093e-05
4.600000000000000e-01	4.497168e-01	5.141582e-05
4.699999999999998e-01	4.577294e-01	6.135300e-05
4.800000000000004e-01	4.654516e-01	7.274179e-05
4.900000000000002e-01	4.728676e-01	8.566197e-05
5.000000000000000e-01	4.799659e-01	1.001704e-04
5.099999999999998e-01	4.867402e-01	1.162990e-04
5.200000000000005e-01	4.931890e-01	1.340553e-04
5.300000000000002e-01	4.993152e-01	1.534239e-04
5.400000000000000e-01	5.051261e-01	1.743695e-04
5.499999999999998e-01	5.106318e-01	1.968409e-04
5.600000000000005e-01	5.158451e-01	2.207747e-04
5.700000000000003e-01	5.207801e-01	2.460991e-04
5.800000000000001e-01	5.254525e-01	2.727376e-04
5.899999999999999e-01	5.298777e-01	3.006113e-04
6.000000000000005e-01	5.340716e-01	3.296417e-04
6.100000000000003e-01	5.380496e-01	3.597520e-04
6.200000000000001e-01	5.418263e-01	3.908682e-04
6.299999999999999e-01	5.454160e-01	4.229203e-04
6.399999999999997e-01	5.488315e-01	4.558423e-04
6.500000000000004e-01	5.520855e-01	4.895725e-04
6.600000000000001e-01	5.551893e-01	5.240536e-04
6.699999999999999e-01	5.581534e-01	5.592328e-04
6.799999999999997e-01	5.609878e-01	5.950612e-04
6.900000000000004e-01	5.637012e-01	6.314939e-04
7.000000000000002e-01	5.663021e-01	6.684894e-04
7.100000000000000e-01	5.687980e-01	7.060099e-04
7.199999999999998e-01	5.711959e-01	7.440205e-04
7.300000000000004e-01	5.735021e-01	7.824896e-04
7.400000000000002e-01	5.757226e-01	8.213868e-04
7.500000000000000e-01	5.778628e-01	8.606860e-04
7.599999999999998e-01	5.799276e-01	9.003622e-04
7.700000000000005e-01	5.819215e-01	9.403924e-04
7.800000000000002e-01	5.838489e-01	9.807557e-04
7.900000000000000e-01	5.857135e-01	1.021433e-03
7.999999999999998e-01	5.875190e-01	1.062405e-03
8.100000000000005e-01	5.892686e-01	1.103657e-03
8.200000000000003e-01	5.909655e-01	1.145172e-03
8.300000000000001e-01	5.926125e-01	1.186938e-03
8.399999999999999e-01	5.942122e-01	1.228939e-03
8.500000000000005e-01	5.957670e-01	1.271165e-03
8.600000000000003e-01	5.972793e-01	1.313604e-03
8.700000000000001e-01	5.987511e-01	1.356244e-03
8.799999999999999e-01	6.001845e-01	1.399078e-03
8.899999999999997e-01	6.015812e-01	1.442094e-03
9.000000000000004e-01	6.029430e-01	1.485285e-03
9.100000000000001e-01	6.042715e-01	1.528642e-03
9.199999999999999e-01	6.055682e-01	1.572159e-03
9.299999999999997e-01	6.068345e-01	1.615827e-03
9.400000000000004e-01	6.080718e-01	1.659641e-03
9.500000000000002e-01	6.092812e-01	1.703594e-03
9.600000000000000e-01	6.104640e-01	1.747680e-03
9.699999999999998e-01	6.116213e-01	1.791894e-03
9.800000000000004e-01	6.127540e-01	1.836230e-03
9.900000000000002e-01	6.138633e-01	1.880684e-03
1.000000000000000e+00	6.149499e-01	1.925250e-03
1.010000000000000e+00	6.160148e-01	1.969926e-03
1.020000000000000e+00	6.170588e-01	2.014706e-03
1.030000000000000e+00	6.180827e-01	2.059587e-03
1.040000000000000e+00	6.190872e-01	2.104564e-03
1.050000000000000e+00	6.200730e-01	2.149635e-03
1.060000000000000e+00	6.210408e-01	2.194796e-03
1.070000000000000e+00	6.219913e-01	2.240044e-03
1.080000000000000e+00	6.229249e-01	2.285375e-03
1.090000000000000e+00	6.238423e-01	2.330788e-03
1.100000000000001e+00	6.247441e-01	2.376280e-03
1.110000000000000e+00	6.256307e-01	2.421847e-03
1.120000000000000e+00	6.265026e-01	2.467487e-03
1.130000000000000e+00	6.273604e-01	2.513198e-03
1.140000000000001e+00	6.282045e-01	2.558978e-03
