V1	V(n002)	Ix(D1:+)
4.779999999999999e+00	7.500430e-01	2.014979e-02
4.790000000000001e+00	7.502115e-01	2.019894e-02
4.800000000000001e+00	7.503796e-01	2.024810e-02
4.810000000000000e+00	7.505472e-01	2.029726e-02
4.820000000000000e+00	7.507145e-01	2.034643e-02
4.830000000000000e+00	7.508814e-01	2.039559e-02
4.840000000000000e+00	7.510479e-01	2.044476e-02
4.850000000000000e+00	7.512140e-01	2.049393e-02
4.859999999999999e+00	7.513797e-01	2.054310e-02
4.870000000000001e+00	7.515450e-01	2.059227e-02
4.880000000000001e+00	7.517099e-01	2.064145e-02
4.890000000000001e+00	7.518744e-01	2.069063e-02
4.900000000000000e+00	7.520385e-01	2.073981e-02
4.910000000000000e+00	7.522023e-01	2.078899e-02
4.920000000000000e+00	7.523656e-01	2.083817e-02
4.930000000000000e+00	7.525287e-01	2.088736e-02
4.940000000000000e+00	7.526913e-01	2.093654e-02
4.950000000000001e+00	7.528535e-01	2.098573e-02
4.960000000000001e+00	7.530153e-01	2.103492e-02
4.970000000000001e+00	7.531769e-01	2.108411e-02
4.980000000000000e+00	7.533380e-01	2.113331e-02
4.990000000000000e+00	7.534987e-01	2.118251e-02
5.000000000000000e+00	7.536591e-01	2.123171e-02
