V1	V(N002,N003)	Ix(D1:+)
-3.700000000000001e-01	-3.699974e-01	-1.318580e-08
-3.600000000000003e-01	-3.599974e-01	-1.318446e-08
-3.499999999999996e-01	-3.499974e-01	-1.318308e-08
-3.399999999999999e-01	-3.399974e-01	-1.318164e-08
-3.300000000000001e-01	-3.299974e-01	-1.318013e-08
-3.200000000000003e-01	-3.199974e-01	-1.317854e-08
-3.099999999999996e-01	-3.099973e-01	-1.317685e-08
-2.999999999999998e-01	-2.999974e-01	-1.317504e-08
-2.900000000000000e-01	-2.899974e-01	-1.317306e-08
-2.800000000000002e-01	-2.799974e-01	-1.317089e-08
-2.699999999999996e-01	-2.699974e-01	-1.316846e-08
-2.599999999999998e-01	-2.599974e-01	-1.316571e-08
-2.500000000000000e-01	-2.499974e-01	-1.316255e-08
-2.400000000000002e-01	-2.399974e-01	-1.315886e-08
-2.299999999999995e-01	-2.299974e-01	-1.315451e-08
-2.199999999999998e-01	-2.199974e-01	-1.314927e-08
-2.100000000000000e-01	-2.099974e-01	-1.314291e-08
-2.000000000000002e-01	-1.999974e-01	-1.313505e-08
-1.899999999999995e-01	-1.899974e-01	-1.312524e-08
-1.799999999999997e-01	-1.799974e-01	-1.311281e-08
-1.699999999999999e-01	-1.699974e-01	-1.309690e-08
-1.600000000000001e-01	-1.599974e-01	-1.307628e-08
-1.499999999999995e-01	-1.499974e-01	-1.304928e-08
-1.399999999999997e-01	-1.399974e-01	-1.301355e-08
-1.299999999999999e-01	-1.299974e-01	-1.296579e-08
-1.200000000000001e-01	-1.199974e-01	-1.290136e-08
-1.100000000000003e-01	-1.099974e-01	-1.281367e-08
-9.999999999999964e-02	-9.999746e-02	-1.269333e-08
-8.999999999999986e-02	-8.999749e-02	-1.252689e-08
-8.000000000000007e-02	-7.999754e-02	-1.229506e-08
-7.000000000000028e-02	-6.999761e-02	-1.197004e-08
-5.999999999999961e-02	-5.999770e-02	-1.151163e-08
-4.999999999999982e-02	-4.999783e-02	-1.086163e-08
-4.000000000000004e-02	-3.999801e-02	-9.935521e-09
-3.000000000000025e-02	-2.999828e-02	-8.610352e-09
-1.999999999999957e-02	-1.999866e-02	-6.707005e-09
-9.999999999999787e-03	-9.999207e-03	-3.964135e-09
0.000000000000000e+00	0.000000e+00	0.000000e+00
9.999999999999787e-03	9.998851e-03	5.743551e-09
2.000000000000046e-02	1.999718e-02	1.408322e-08
3.000000000000025e-02	2.999476e-02	2.621471e-08
4.000000000000004e-02	3.999122e-02	4.388927e-08
4.999999999999982e-02	4.998606e-02	6.967218e-08
6.000000000000050e-02	5.997854e-02	1.073206e-07
7.000000000000028e-02	6.996753e-02	1.623344e-07
8.000000000000007e-02	7.995145e-02	2.427573e-07
8.999999999999986e-02	8.992793e-02	3.603325e-07
1.000000000000005e-01	9.989357e-02	5.321613e-07
1.100000000000003e-01	1.098434e-01	7.830469e-07
1.200000000000001e-01	1.197703e-01	1.148752e-06
1.299999999999999e-01	1.296639e-01	1.680391e-06
1.399999999999997e-01	1.395100e-01	2.450100e-06
1.500000000000004e-01	1.492884e-01	3.557826e-06
1.600000000000001e-01	1.589723e-01	5.138490e-06
1.699999999999999e-01	1.685265e-01	7.367672e-06
1.799999999999997e-01	1.779075e-01	1.046261e-05
1.900000000000004e-01	1.870651e-01	1.467433e-05
2.000000000000002e-01	1.959465e-01	2.026769e-05
2.100000000000000e-01	2.045020e-01	2.749015e-05
2.199999999999998e-01	2.126926e-01	3.653676e-05
2.300000000000004e-01	2.204954e-01	4.752281e-05
2.400000000000002e-01	2.279053e-01	6.047373e-05
2.500000000000000e-01	2.349333e-01	7.533368e-05
2.599999999999998e-01	2.416026e-01	9.198677e-05
2.700000000000005e-01	2.479437e-01	1.102817e-04
2.800000000000002e-01	2.539893e-01	1.300532e-04
2.900000000000000e-01	2.597725e-01	1.511375e-04
2.999999999999998e-01	2.653238e-01	1.733807e-04
3.100000000000005e-01	2.706712e-01	1.966443e-04
3.200000000000003e-01	2.758389e-01	2.208055e-04
3.300000000000001e-01	2.808485e-01	2.457573e-04
3.399999999999999e-01	2.857185e-01	2.714073e-04
3.500000000000005e-01	2.904649e-01	2.976757e-04
3.600000000000003e-01	2.951012e-01	3.244938e-04
3.700000000000001e-01	2.996395e-01	3.518026e-04
3.799999999999999e-01	3.040898e-01	3.795511e-04
3.899999999999997e-01	3.084610e-01	4.076950e-04
4.000000000000004e-01	3.127607e-01	4.361963e-04
4.100000000000001e-01	3.169956e-01	4.650220e-04
4.199999999999999e-01	3.211717e-01	4.941416e-04
4.299999999999997e-01	3.252937e-01	5.235314e-04
4.400000000000004e-01	3.293664e-01	5.531678e-04
4.500000000000002e-01	3.333937e-01	5.830316e-04
4.600000000000000e-01	3.373790e-01	6.131049e-04
4.699999999999998e-01	3.413254e-01	6.433729e-04
4.800000000000004e-01	3.452357e-01	6.738214e-04
4.900000000000002e-01	3.491124e-01	7.044381e-04
5.000000000000000e-01	3.529576e-01	7.352120e-04
5.099999999999998e-01	3.567733e-01	7.661336e-04
5.200000000000005e-01	3.605612e-01	7.971940e-04
5.300000000000002e-01	3.643230e-01	8.283852e-04
5.400000000000000e-01	3.680599e-01	8.597003e-04
5.499999999999998e-01	3.717734e-01	8.911329e-04
5.600000000000005e-01	3.754645e-01	9.226773e-04
5.700000000000003e-01	3.791343e-01	9.543284e-04
5.800000000000001e-01	3.827837e-01	9.860817e-04
5.899999999999999e-01	3.864134e-01	1.017933e-03
6.000000000000005e-01	3.900242e-01	1.049879e-03
6.100000000000003e-01	3.936168e-01	1.081916e-03
6.200000000000001e-01	3.971916e-01	1.114042e-03
6.299999999999999e-01	4.007493e-01	1.146253e-03
6.399999999999997e-01	4.042902e-01	1.178549e-03
6.500000000000004e-01	4.078148e-01	1.210926e-03
6.600000000000001e-01	4.113231e-01	1.243384e-03
6.699999999999999e-01	4.148157e-01	1.275921e-03
6.799999999999997e-01	4.182926e-01	1.308537e-03
6.900000000000004e-01	4.217540e-01	1.341230e-03
7.000000000000002e-01	4.252000e-01	1.374000e-03
7.100000000000000e-01	4.286306e-01	1.406847e-03
7.199999999999998e-01	4.320459e-01	1.439771e-03
7.300000000000004e-01	4.354457e-01	1.472772e-03
7.400000000000002e-01	4.388301e-01	1.505850e-03
7.500000000000000e-01	4.421988e-01	1.539006e-03
7.599999999999998e-01	4.455517e-01	1.572242e-03
7.700000000000005e-01	4.488886e-01	1.605557e-03
7.800000000000002e-01	4.522093e-01	1.638954e-03
7.900000000000000e-01	4.555134e-01	1.672433e-03
7.999999999999998e-01	4.588005e-01	1.705997e-03
8.100000000000005e-01	4.620705e-01	1.739647e-03
8.200000000000003e-01	4.653228e-01	1.773386e-03
8.300000000000001e-01	4.685570e-01	1.807215e-03
