time	V(N003,N002)
1.132247958675158e-01	3.037096e+00
1.134689364925158e-01	3.221634e+00
1.137130771175158e-01	3.381134e+00
1.139572177425158e-01	3.514535e+00
1.142013583675158e-01	3.620964e+00
1.144454989925158e-01	3.699726e+00
1.146896396175158e-01	3.750315e+00
1.149337802425158e-01	3.772402e+00
1.151779208675158e-01	3.765847e+00
1.154220614925158e-01	3.730691e+00
1.156662021175158e-01	3.667161e+00
1.159103427425158e-01	3.575666e+00
1.161544833675158e-01	3.456800e+00
1.163986239925158e-01	3.311339e+00
1.166427646175158e-01	3.140241e+00
1.168869052425158e-01	2.944653e+00
1.171310458675158e-01	2.725911e+00
1.173751864925158e-01	2.485550e+00
1.176193271175158e-01	2.225332e+00
1.178634677425158e-01	1.947284e+00
1.181076083675158e-01	1.653790e+00
1.183517489925158e-01	1.347788e+00
1.185958896175158e-01	1.033237e+00
1.188400302425158e-01	7.168465e-01
1.190841708675158e-01	4.138839e-01
1.193283114925158e-01	1.635066e-01
1.195376044495950e-01	4.087806e-02
1.197537580864380e-01	2.820671e-03
1.198837905400166e-01	1.069754e-04
1.200048293235602e-01	7.473957e-05
1.202469068906474e-01	5.443424e-03
1.204910475156474e-01	5.158773e-02
1.206876701368618e-01	1.707081e-01
1.208862973488580e-01	3.763433e-01
1.211304379738580e-01	6.790214e-01
1.213745785988580e-01	9.948779e-01
1.216187192238580e-01	1.309901e+00
1.218628598488580e-01	1.617169e+00
1.221070004738580e-01	1.912470e+00
1.223511410988580e-01	2.192575e+00
1.225952817238580e-01	2.455078e+00
1.228394223488580e-01	2.697945e+00
1.230835629738580e-01	2.919392e+00
1.233277035988580e-01	3.117858e+00
1.235718442238580e-01	3.291983e+00
1.238159848488580e-01	3.440600e+00
1.240601254738580e-01	3.562729e+00
1.243042660988580e-01	3.657570e+00
1.245484067238580e-01	3.724508e+00
1.247925473488580e-01	3.763112e+00
1.250366879738580e-01	3.773133e+00
1.252808285988580e-01	3.754506e+00
1.255249692238580e-01	3.707352e+00
1.257691098488580e-01	3.631974e+00
1.260132504738580e-01	3.528859e+00
1.262573910988580e-01	3.398678e+00
1.265015317238580e-01	3.242283e+00
1.267456723488580e-01	3.060712e+00
1.269898129738580e-01	2.855190e+00
1.272339535988580e-01	2.627135e+00
1.274780942238580e-01	2.378176e+00
1.277222348488580e-01	2.110177e+00
1.279663754738580e-01	1.825302e+00
1.282105160988580e-01	1.526135e+00
1.284546567238580e-01	1.215958e+00
1.286987973488580e-01	8.996438e-01
1.289429379738580e-01	5.861017e-01
1.291870785988580e-01	2.997240e-01
1.294312192238580e-01	9.095374e-02
1.296273437706366e-01	1.411232e-02
1.297887752704860e-01	9.422600e-04
1.299514265862112e-01	6.101653e-05
1.301167923641380e-01	5.729720e-04
1.303609329891380e-01	1.724091e-02
1.305769942519208e-01	9.531584e-02
1.307939493628214e-01	2.764940e-01
1.310327126472728e-01	5.554819e-01
1.312768532722728e-01	8.679312e-01
1.315209938972728e-01	1.184185e+00
1.317651345222728e-01	1.495267e+00
1.320092751472728e-01	1.795933e+00
1.322534157722728e-01	2.082448e+00
1.324975563972728e-01	2.352252e+00
1.327416970222728e-01	2.603206e+00
